item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,difficulty_meta,platform,question_content,starter_code,prompt,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
abc352_e,-0.02954702,-0.118028045,0.02954702,-0.60757613,factor_1,abc352_e,446,hard,atcoder,,,,0.8765421,0.90442765,-1.8907063,1.6546502
abc345_b,-0.05664948,-0.1451305,0.05664948,0.22488576,factor_1,abc345_b,426,easy,atcoder,,,,0.7314278,0.7650754,-1.6446784,1.3544173
abc342_c,-0.3365049,-0.42498595,0.3365049,-0.8410875,factor_1,abc342_c,418,medium,atcoder,,,,0.9089713,0.9357996,-2.2591531,1.4091814
abc379_e,-0.33790907,-0.4263901,0.33790907,-0.8421006,factor_1,abc379_e,552,hard,atcoder,,,,0.909085,0.9359097,-2.2607732,1.4079928
abc376_d,-0.3456924,-0.4341734,0.3456924,-0.846124,factor_1,abc376_d,540,medium,atcoder,,,,0.9092571,0.9360764,-2.2688832,1.4005363
abc341_b,-0.3515368,-0.44001782,0.3515368,-0.8522975,factor_1,abc341_b,413,easy,atcoder,,,,0.91028714,0.937074,-2.2766829,1.3966472
abc393_d,-0.3560536,-0.4445346,0.3560536,-0.8550217,factor_1,abc393_d,610,hard,atcoder,,,,0.9104969,0.93727714,-2.2815979,1.3925285
abc371_c,-0.35717046,-0.44565147,0.35717046,-0.85557824,factor_1,abc371_c,516,medium,atcoder,,,,0.91051537,0.9372951,-2.28275,1.3914468
abc301_e,-0.3648257,-0.45330673,0.3648257,-0.8596775,factor_1,abc301_e,297,hard,atcoder,,,,0.9107242,0.9374973,-2.2908015,1.3841879
abc394_g,-0.4615147,-0.5499957,0.4615147,-0.9459407,factor_1,abc394_g,617,hard,atcoder,,,,0.9226617,0.949064,-2.4101613,1.3101697
abc356_e,-0.46164596,-0.55012697,0.46164596,-0.94597286,factor_1,abc356_e,458,hard,atcoder,,,,0.92265475,0.9490573,-2.4102793,1.3100255
abc377_g,-0.46243605,-0.5509171,0.46243605,-0.946319,factor_1,abc377_g,545,hard,atcoder,,,,0.9226536,0.94905615,-2.4110672,1.309233
abc399_f,-0.46253633,-0.55101734,0.46253633,-0.94657195,factor_1,abc399_f,636,hard,atcoder,,,,0.9227089,0.9491098,-2.4112725,1.309238
abc384_g,-0.46280208,-0.5512831,0.46280208,-0.9465119,factor_1,abc384_g,576,hard,atcoder,,,,0.9226617,0.949064,-2.4114485,1.3088824
arc188_b,-0.46290076,-0.55138177,0.46290076,-0.9465921,factor_1,arc188_b,657,hard,atcoder,,,,0.92267126,0.94907326,-2.4115653,1.3088019
abc312_e,-0.46470937,-0.5531904,0.46470937,-0.94776034,factor_1,abc312_e,334,hard,atcoder,,,,0.9227684,0.94916743,-2.4135587,1.3071778
abc353_e,-0.46726838,-0.5557494,0.46726838,-0.9491875,factor_1,abc353_e,449,hard,atcoder,,,,0.92284596,0.9492426,-2.416265,1.304766
arc195_a,-0.59157866,-0.6800597,0.59157866,-0.5311846,factor_1,arc195_a,670,medium,atcoder,,,,0.79366153,0.82460386,-2.2962832,0.9361639
abc322_e,-0.5917473,-0.6802283,0.5917473,-0.53123075,factor_1,abc322_e,359,hard,atcoder,,,,0.7936665,0.8246086,-2.2964613,0.9360047
abc371_e,-0.59269047,-0.6811715,0.59269047,-0.5312398,factor_1,abc371_e,518,hard,atcoder,,,,0.7936164,0.8245606,-2.2973104,0.93496734
abc350_d,-0.5962039,-0.68468493,0.5962039,-0.53259325,factor_1,abc350_d,438,medium,atcoder,,,,0.793843,0.824778,-2.30125,0.93188006
abc395_c,-0.601799,-0.69028,0.601799,-0.5343778,factor_1,abc395_c,619,medium,atcoder,,,,0.7940891,0.8250141,-2.3073077,0.9267476
abc334_b,-0.6241552,-0.71263623,0.6241552,0.022124954,factor_1,abc334_b,395,medium,atcoder,,,,0.7074715,0.74227464,-2.1674945,0.7422221
1873_A,-0.74909425,-0.83757526,0.74909425,-0.01738205,factor_1,1873_A,0,easy,codeforces,,,,0.70735383,0.7421628,-2.2922144,0.61706394
abc395_b,-0.7884141,-0.8768951,0.7884141,-0.6433999,factor_1,abc395_b,618,easy,atcoder,,,,0.8170885,0.84710974,-2.5372303,0.78343993
abc382_d,-1.1566911,-1.2451721,1.1566911,-0.5086443,factor_1,abc382_d,566,hard,atcoder,,,,0.77557844,0.80726624,-2.827414,0.33706975
abc314_b,-1.1603916,-1.2488726,1.1603916,-0.5103439,factor_1,abc314_b,338,easy,atcoder,,,,0.77606875,0.8077359,-2.832035,0.3342898
abc361_c,-1.1608881,-1.2493691,1.1608881,-0.5096218,factor_1,abc361_c,473,medium,atcoder,,,,0.775886,0.80756086,-2.8321886,0.3334502
abc397_c,-1.1631055,-1.2515866,1.1631055,-0.51099783,factor_1,abc397_c,627,medium,atcoder,,,,0.77627367,0.80793226,-2.8351338,0.33196068
abc355_c,-1.2171541,-1.3056352,1.2171541,-0.91804105,factor_1,abc355_c,455,medium,atcoder,,,,0.8713979,0.89945775,-3.0685725,0.45730197
abc364_a,-1.2671703,-1.3556514,1.2671703,-0.55780333,factor_1,abc364_a,483,easy,atcoder,,,,0.7899141,0.8210083,-2.9648278,0.25352502
arc182_e,-1.3184748,-1.4069558,1.3184748,-0.98912627,factor_1,arc182_e,645,hard,atcoder,,,,0.88442093,0.91204315,-3.1945605,0.38064873
abc389_f,-1.3195094,-1.4079905,1.3195094,-0.98962563,factor_1,abc389_f,596,hard,atcoder,,,,0.88451093,0.9121302,-3.1957655,0.3797847
arc193_a,-1.3217446,-1.4102256,1.3217446,-0.9908253,factor_1,arc193_a,665,hard,atcoder,,,,0.884727,0.91233903,-3.19841,0.3779589
abc397_g,-1.3301238,-1.4186049,1.3301238,-0.9974713,factor_1,abc397_g,630,hard,atcoder,,,,0.8859167,0.9134894,-3.209044,0.3718344
abc369_b,-1.3302886,-1.4187697,1.3302886,-0.99745643,factor_1,abc369_b,507,easy,atcoder,,,,0.88591444,0.9134872,-3.2092047,0.37166524
abc394_c,-1.3306079,-1.419089,1.3306079,-0.9977536,factor_1,abc394_c,613,medium,atcoder,,,,0.8859673,0.91353834,-3.2096243,0.37144625
abc375_g,-1.3308051,-1.4192861,1.3308051,-0.9978067,factor_1,abc375_g,536,hard,atcoder,,,,0.8859771,0.91354775,-3.2098398,0.37126756
abc347_e,-1.3315083,-1.4199893,1.3315083,-0.99811333,factor_1,abc347_e,432,hard,atcoder,,,,0.8860323,0.91360116,-3.2106476,0.370669
abc329_c,-1.4388405,-1.5273216,1.4388405,-0.39064237,factor_1,abc329_c,382,medium,atcoder,,,,0.75698644,0.78947425,-3.0746913,0.020048022
abc373_c,-1.4688101,-1.5572912,1.4688101,0.24437667,factor_1,abc373_c,524,medium,atcoder,,,,1.0763943,1.0986962,-3.7107358,0.5961536
abc336_c,-1.5630256,-1.6515067,1.5630256,-0.69891346,factor_1,abc336_c,401,medium,atcoder,,,,0.8316527,0.8611251,-3.339312,0.036298633
abc354_a,-1.5633407,-1.6518217,1.5633407,-0.69903475,factor_1,abc354_a,450,easy,atcoder,,,,0.83169156,0.8611625,-3.3397002,0.036056757
abc392_c,-1.5695131,-1.6579942,1.5695131,-0.70215744,factor_1,abc392_c,607,medium,atcoder,,,,0.83261734,0.862054,-3.34762,0.03163171
abc327_d,-1.5697031,-1.6581842,1.5697031,-0.7022084,factor_1,abc327_d,376,medium,atcoder,,,,0.83263576,0.86207175,-3.3478448,0.031476498
abc331_b,-1.5702423,-1.6587234,1.5702423,-0.7024711,factor_1,abc331_b,388,easy,atcoder,,,,0.83271444,0.8621475,-3.3485327,0.031085849
abc323_c,-1.5704216,-1.6589026,1.5704216,-0.7025249,factor_1,abc323_c,360,medium,atcoder,,,,0.83273315,0.8621655,-3.3487473,0.030941844
abc375_e,-1.6101427,-1.6986238,1.6101427,-4.764847,factor_1,abc375_e,534,hard,atcoder,,,,1.9242299,1.9348495,-5.4909286,2.0936813
abc385_a,-1.6763945,-1.7648755,1.6763945,-0.12304518,factor_1,abc385_a,577,easy,atcoder,,,,0.81182045,0.8420446,-3.415283,-0.1144681
abc369_c,-1.8249359,-1.913417,1.8249359,-0.83115876,factor_1,abc369_c,508,medium,atcoder,,,,0.8712971,0.8993604,-3.6761634,-0.15067053
abc338_a,-1.8269429,-1.915424,1.8269429,-0.8318553,factor_1,abc338_a,404,easy,atcoder,,,,0.8715425,0.89959747,-3.6786351,-0.15221298
abc325_c,-1.8464767,-1.9349577,1.8464767,-0.33431876,factor_1,abc325_c,368,medium,atcoder,,,,0.78359896,0.81495225,-3.5322642,-0.33765125
abc318_b,-1.8466288,-1.9351099,1.8466288,-0.33436605,factor_1,abc318_b,344,easy,atcoder,,,,0.7836172,0.8149698,-3.5324507,-0.33776903
abc318_e,-1.8608996,-1.9493806,1.8608996,-2.3129683,factor_1,abc318_e,347,hard,atcoder,,,,1.0879722,1.110008,-4.124996,0.22623515
abc347_c,-1.8648635,-1.9533446,1.8648635,-2.3173964,factor_1,abc347_c,431,medium,atcoder,,,,1.0885416,1.1105646,-4.130051,0.22336197
abc380_c,-1.8649193,-1.9534004,1.8649193,-2.317434,factor_1,abc380_c,556,medium,atcoder,,,,1.0885444,1.1105673,-4.1301126,0.22331166
arc185_e,-1.8655488,-1.9540299,1.8655488,-2.3179536,factor_1,arc185_e,651,hard,atcoder,,,,1.0885952,1.1106169,-4.1308393,0.2227794
abc369_e,-1.8672241,-1.9557052,1.8672241,-2.319302,factor_1,abc369_e,510,hard,atcoder,,,,1.0887228,1.1107416,-4.132759,0.22134852
abc349_e,-1.867507,-1.955988,1.867507,-2.319554,factor_1,abc349_e,436,hard,atcoder,,,,1.0887495,1.1107677,-4.133093,0.22111666
abc338_e,-1.8678623,-1.9563434,1.8678623,-2.3198202,factor_1,abc338_e,408,hard,atcoder,,,,1.0887724,1.1107901,-4.1334925,0.2208054
abc390_e,-1.8681735,-1.9566545,1.8681735,-2.3200788,factor_1,abc390_e,600,hard,atcoder,,,,1.0887979,1.110815,-4.133852,0.22054291
abc352_d,-1.8683317,-1.9568127,1.8683317,-2.3202112,factor_1,abc352_d,445,hard,atcoder,,,,1.088811,1.1108278,-4.134035,0.22040975
abc341_e,-1.8691196,-1.9576007,1.8691196,-2.320838,factor_1,abc341_e,416,hard,atcoder,,,,1.0888695,1.1108849,-4.1349354,0.21973383
abc360_e,-1.8708136,-1.9592947,1.8708136,-2.322223,factor_1,abc360_e,471,hard,atcoder,,,,1.0890031,1.1110156,-4.136885,0.21829593
abc384_f,-1.8710953,-1.9595764,1.8710953,-2.3221912,factor_1,abc384_f,575,hard,atcoder,,,,1.0889689,1.1109822,-4.137101,0.21794868
arc194_e,-1.8740399,-1.962521,1.8740399,-2.3248699,factor_1,arc194_e,669,hard,atcoder,,,,1.0892597,1.1112664,-4.140603,0.21556127
abc372_f,-1.8750652,-1.9635463,1.8750652,-2.3260224,factor_1,abc372_f,523,hard,atcoder,,,,1.0894086,1.1114119,-4.1419134,0.2148211
abc370_d,-1.8777714,-1.9662524,1.8777714,-2.327993,factor_1,abc370_d,513,medium,atcoder,,,,1.0895698,1.1115694,-4.1449285,0.21242368
abc388_d,-1.879232,-1.9677131,1.879232,-2.329587,factor_1,abc388_d,590,medium,atcoder,,,,1.0897714,1.1117663,-4.1467752,0.21134901
abc368_d,-1.8796657,-1.9681468,1.8796657,-2.3298528,factor_1,abc368_d,504,hard,atcoder,,,,1.0897864,1.1117811,-4.147238,0.21094418
abc305_d,-1.8796862,-1.9681673,1.8796862,-2.3300393,factor_1,abc305_d,309,hard,atcoder,,,,1.0898247,1.1118186,-4.1473317,0.2109971
abc335_d,-1.8833534,-1.9718344,1.8833534,-5.327333,factor_1,abc335_d,400,medium,atcoder,,,,2.1124094,2.1215577,-6.130088,2.1864188
arc189_d,-1.8861909,-1.974672,1.8861909,-5.3937626,factor_1,arc189_d,660,hard,atcoder,,,,2.1356096,2.1445913,-6.178071,2.2287273
abc378_e,-1.8881723,-1.9766533,1.8881723,-1.4189155,factor_1,abc378_e,548,hard,atcoder,,,,0.9525458,0.9780571,-3.8936453,-0.05966139
abc370_e,-1.8884197,-1.9769008,1.8884197,-1.4190884,factor_1,abc370_e,514,hard,atcoder,,,,0.9525708,0.9780813,-3.8939402,-0.05986142
abc379_f,-1.8891011,-1.9775822,1.8891011,-2.3373928,factor_1,abc379_f,553,hard,atcoder,,,,1.0904926,1.1124712,-4.1580257,0.20286131
abc400_e,-1.904383,-1.992864,1.904383,-1.4289191,factor_1,abc400_e,640,hard,atcoder,,,,0.95404583,0.9795137,-3.912711,-0.07301712
abc348_e,-1.9149821,-2.003463,1.9149821,-0.5602507,factor_1,abc348_e,434,hard,atcoder,,,,0.8208084,0.85068774,-3.6708112,-0.336115
abc380_e,-1.9245441,-2.013025,1.9245441,-2.3777666,factor_1,abc380_e,558,hard,atcoder,,,,1.0957456,1.1176058,-4.203532,0.17748237
abc341_c,-1.9270785,-2.0155594,1.9270785,-2.3798122,factor_1,abc341_c,414,medium,atcoder,,,,1.0959384,1.1177943,-4.206436,0.17531729
abc315_d,-1.9290744,-2.0175555,1.9290744,-2.3812723,factor_1,abc315_d,343,medium,atcoder,,,,1.0960578,1.117911,-4.208661,0.17355013
abc397_f,-1.9294331,-2.017914,1.9294331,-2.3822558,factor_1,abc397_f,629,hard,atcoder,,,,1.0962356,1.1180848,-4.20936,0.17353225
abc318_d,-1.9299928,-2.0184739,1.9299928,-2.3821094,factor_1,abc318_d,346,medium,atcoder,,,,1.0961484,1.1179996,-4.209753,0.17280531
abc326_e,-1.9331754,-2.0216565,1.9331754,-2.3849266,factor_1,abc326_e,374,hard,atcoder,,,,1.0964446,1.1182891,-4.213503,0.1701901
abc379_c,-1.9382601,-2.026741,1.9382601,-2.3889542,factor_1,abc379_c,550,medium,atcoder,,,,1.0968148,1.1186509,-4.219297,0.16581488
abc340_d,-1.946648,-2.035129,1.946648,-2.3961034,factor_1,abc340_d,411,hard,atcoder,,,,1.0975345,1.1193546,-4.229064,0.15880609
abc398_d,-1.947254,-2.035735,1.947254,-2.397888,factor_1,abc398_d,631,hard,atcoder,,,,1.0978616,1.1196744,-4.230297,0.15882707
abc381_e,-1.9579989,-2.04648,1.9579989,-2.4078808,factor_1,abc381_e,563,hard,atcoder,,,,1.0989639,1.120752,-4.2431536,0.15019393
abc346_e,-1.9607607,-2.0492418,1.9607607,-2.4094532,factor_1,abc346_e,430,hard,atcoder,,,,1.0990309,1.1208174,-4.246044,0.14756036
abc376_c,-1.9609169,-2.049398,1.9609169,-2.409837,factor_1,abc376_c,539,medium,atcoder,,,,1.0990986,1.1208837,-4.2463303,0.14753413
abc381_d,-1.9714589,-2.0599399,1.9714589,-2.4174132,factor_1,abc381_d,562,hard,atcoder,,,,1.0996954,1.1214672,-4.2580156,0.13813591
arc183_a,-2.0339384,-2.1224194,2.0339384,-5.6475916,factor_1,arc183_a,646,medium,atcoder,,,,2.230576,2.2389028,-6.5106688,2.26583
abc362_d,-2.0544393,-2.1429203,2.0544393,-0.6106179,factor_1,abc362_d,477,hard,atcoder,,,,0.84090203,0.8700349,-3.8481886,-0.43765187
arc196_b,-2.054504,-2.1429849,2.054504,-5.735359,factor_1,arc196_b,673,hard,atcoder,,,,2.263553,2.2716622,-6.595443,2.309473
abc311_b,-2.0916622,-2.180143,2.0916622,-0.40364975,factor_1,abc311_b,329,easy,atcoder,,,,0.8143749,0.84450036,-3.8353639,-0.5249224
arc182_a,-2.122593,-2.2110739,2.122593,-5.874562,factor_1,arc182_a,642,hard,atcoder,,,,2.3185833,2.3263404,-6.7707014,2.3485537
abc397_e,-2.12785,-2.216331,2.12785,-5.84299,factor_1,abc397_e,628,hard,atcoder,,,,2.3069408,2.3147714,-6.753283,2.320621
abc321_d,-2.1424878,-2.2309687,2.1424878,-0.41755828,factor_1,abc321_d,355,medium,atcoder,,,,0.821064,0.8509336,-3.8987985,-0.56313884
abc366_c,-2.146675,-2.235156,2.146675,-0.4182371,factor_1,abc366_c,493,medium,atcoder,,,,0.8215878,0.85143757,-3.9039736,-0.5663384
abc365_a,-2.2476685,-2.3361495,2.2476685,-0.047684386,factor_1,abc365_a,488,easy,atcoder,,,,1.0657142,1.0882661,-4.469151,-0.20314789
abc322_d,-2.2992184,-2.3876994,2.2992184,-6.145623,factor_1,abc322_d,358,medium,atcoder,,,,2.4330866,2.4401503,-7.170394,2.3949955
abc367_d,-2.3244817,-2.4129627,2.3244817,-6.412808,factor_1,abc367_d,499,medium,atcoder,,,,2.5421662,2.5486126,-7.408243,2.582318
abc371_g,-2.344245,-2.432726,2.344245,-6.485771,factor_1,abc371_g,519,hard,atcoder,,,,2.5732327,2.5795102,-7.488566,2.623114
abc349_d,-2.4118145,-2.5002954,2.4118145,-6.6151752,factor_1,abc349_d,435,hard,atcoder,,,,2.633769,2.639726,-7.674158,2.6735675
abc313_a,-2.4228387,-2.5113196,2.4228387,-0.74804586,factor_1,abc313_a,336,easy,atcoder,,,,0.89726007,0.92446214,-4.3232656,-0.69937384
abc383_b,-2.4512196,-2.5397005,2.4512196,-0.31523213,factor_1,abc383_b,568,medium,atcoder,,,,0.8758422,0.9037514,-4.3110533,-0.76834774
abc348_d,-2.46438,-2.552861,2.46438,-1.8856653,factor_1,abc348_d,433,hard,atcoder,,,,1.0103275,1.0342524,-4.5799956,-0.5257263
abc364_f,-2.4660263,-2.5545073,2.4660263,-1.8866811,factor_1,abc364_f,487,hard,atcoder,,,,1.0104584,1.03438,-4.581892,-0.5271225
abc309_e,-2.4689975,-2.5574784,2.4689975,-1.88853,factor_1,abc309_e,324,hard,atcoder,,,,1.0106957,1.0346111,-4.585316,-0.5296407
abc382_f,-2.4695241,-2.558005,2.4695241,-1.8888395,factor_1,abc382_f,567,hard,atcoder,,,,1.0107368,1.0346512,-4.5859213,-0.53008866
abc368_e,-2.4845192,-2.5730002,2.4845192,-1.8998882,factor_1,abc368_e,505,hard,atcoder,,,,1.0120363,1.0359168,-4.6033974,-0.54260325
abc398_f,-2.488291,-2.576772,2.488291,-6.5843077,factor_1,abc398_f,632,hard,atcoder,,,,2.6284385,2.6344233,-7.740242,2.5866978
abc366_f,-2.488829,-2.5773098,2.488829,-1.902944,factor_1,abc366_f,496,hard,atcoder,,,,1.012402,1.0362731,-4.608405,-0.5462146
abc396_f,-2.4894128,-2.5778937,2.4894128,-1.9031284,factor_1,abc396_f,624,hard,atcoder,,,,1.0124379,1.036308,-4.6090574,-0.5467298
abc351_c,-2.5288932,-2.6173742,2.5288932,-1.219925,factor_1,abc351_c,440,medium,atcoder,,,,0.9853895,1.0099783,-4.5969315,-0.63781667
abc388_f,-2.5290334,-2.6175144,2.5290334,-1.2198514,factor_1,abc388_f,592,hard,atcoder,,,,0.9853977,1.0099863,-4.5970874,-0.63794124
abc391_f,-2.5318363,-2.6203172,2.5318363,-1.2211465,factor_1,abc391_f,605,hard,atcoder,,,,0.9858242,1.0104012,-4.6007037,-0.6399307
abc301_d,-2.5337667,-2.6222477,2.5337667,-1.2215658,factor_1,abc301_d,296,medium,atcoder,,,,0.9860734,1.0106436,-4.6031094,-0.64138615
abc390_d,-2.5340667,-2.6225476,2.5340667,-6.6355114,factor_1,abc390_d,599,medium,atcoder,,,,2.653777,2.65963,-7.8354225,2.5903273
abc392_g,-2.5356133,-2.6240942,2.5356133,-1.2224107,factor_1,abc392_g,609,hard,atcoder,,,,0.9863537,1.0109162,-4.60549,-0.6426984
abc331_e,-2.536768,-2.625249,2.536768,-1.2230256,factor_1,abc331_e,391,hard,atcoder,,,,0.98653734,1.0110949,-4.606995,-0.64350283
arc191_d,-2.5375755,-2.6260564,2.5375755,-1.2234906,factor_1,arc191_d,662,hard,atcoder,,,,0.98666894,1.011223,-4.608053,-0.6440594
abc306_e,-2.5385535,-2.6270344,2.5385535,-1.2236955,factor_1,abc306_e,312,hard,atcoder,,,,0.98679477,1.0113454,-4.6092715,-0.64479744
abc357_c,-2.5464027,-2.6348836,2.5464027,-6.7581735,factor_1,abc357_c,459,medium,atcoder,,,,2.7094908,2.7150612,-7.9564037,2.6866362
abc372_c,-2.5737689,-2.6622498,2.5737689,-0.540829,factor_1,abc372_c,520,medium,atcoder,,,,0.8811201,0.9088521,-4.4435997,-0.88089967
abc378_b,-2.5739527,-2.6624336,2.5739527,-0.54078954,factor_1,abc378_b,546,easy,atcoder,,,,0.88113874,0.90887016,-4.443819,-0.8810481
abc382_b,-2.580663,-2.669144,2.580663,-0.54262847,factor_1,abc382_b,564,easy,atcoder,,,,0.88209504,0.90979457,-4.452341,-0.8859465
abc358_c,-2.5820112,-2.6704922,2.5820112,-0.5429818,factor_1,abc358_c,462,medium,atcoder,,,,0.88228583,0.90997905,-4.454051,-0.8869332
abc360_b,-2.5843785,-2.6728594,2.5843785,-0.5434288,factor_1,abc360_b,468,easy,atcoder,,,,0.8826063,0.9102888,-4.4570255,-0.88869333
abc326_c,-2.5844607,-2.6729417,2.5844607,-0.81207323,factor_1,abc326_c,372,medium,atcoder,,,,0.92381155,0.9501786,-4.5352917,-0.8105916
abc380_b,-2.5952418,-2.6837227,2.5952418,-0.815964,factor_1,abc380_b,555,easy,atcoder,,,,0.92553246,0.9518469,-4.5493426,-0.81810284
abc366_b,-2.6304195,-2.7189004,2.6304195,-6.8825436,factor_1,abc366_b,492,easy,atcoder,,,,2.772664,2.777923,-8.16363,2.725829
abc344_c,-2.6456995,-2.7341805,2.6456995,-0.15329194,factor_1,abc344_c,423,medium,atcoder,,,,1.0746988,1.0970402,-4.8843794,-0.58398175
abc324_a,-2.6695483,-2.7580292,2.6695483,-0.15689504,factor_1,abc324_a,363,easy,atcoder,,,,1.0788587,1.1011035,-4.916192,-0.59986615
abc351_a,-2.709489,-2.79797,2.709489,-0.37387672,factor_1,abc351_a,439,easy,atcoder,,,,0.90704954,0.93393856,-4.6284895,-0.9674504
abc380_d,-2.7716966,-2.8601775,2.7716966,-7.1516204,factor_1,abc380_d,557,medium,atcoder,,,,2.9115508,2.9161592,-8.57585,2.8554945
abc365_c,-2.9145558,-3.0030367,2.9145558,-0.63619864,factor_1,abc365_c,489,medium,atcoder,,,,0.93038726,0.9565542,-4.877883,-1.1281905
abc343_c,-2.9266229,-3.0151038,2.9266229,-0.63854134,factor_1,abc343_c,421,medium,atcoder,,,,0.93205583,0.95817244,-4.8931217,-1.1370858
abc346_d,-2.9322357,-3.0207167,2.9322357,-7.725405,factor_1,abc346_d,429,medium,atcoder,,,,3.2198486,3.2231488,-9.338089,3.2966552
abc311_a,-2.945826,-3.034307,2.945826,-0.6468611,factor_1,abc311_a,328,easy,atcoder,,,,0.93511176,0.9611365,-4.9181347,-1.1504794
abc308_b,-2.9519532,-3.0404341,2.9519532,-0.6482601,factor_1,abc308_b,316,easy,atcoder,,,,0.93597734,0.96197623,-4.9259076,-1.1549606
abc303_b,-2.984551,-3.073032,2.984551,-0.6550924,factor_1,abc303_b,301,easy,atcoder,,,,0.9405316,0.9663949,-4.967166,-1.1788979
abc383_d,-3.0753143,-3.1637952,3.0753143,-8.045056,factor_1,abc383_d,570,medium,atcoder,,,,3.4143264,3.4168804,-9.860881,3.5332906
abc357_e,-3.164677,-3.2531579,3.164677,-8.371283,factor_1,abc357_e,461,hard,atcoder,,,,3.6129918,3.614834,-10.338233,3.831917
abc321_b,-3.179245,-3.267726,3.179245,-1.0437279,factor_1,abc321_b,353,easy,atcoder,,,,1.0266963,1.0502015,-5.3261213,-1.2093308
abc303_c,-3.1912544,-3.2797353,3.1912544,-1.0471401,factor_1,abc303_c,302,medium,atcoder,,,,1.0285968,1.052054,-5.3417616,-1.2177093
abc375_c,-3.1913953,-3.2798762,3.1913953,-8.360206,factor_1,abc375_c,532,medium,atcoder,,,,3.6136127,3.6154528,-10.366163,3.8064113
abc399_c,-3.2118726,-3.3003535,3.2118726,-1.0532199,factor_1,abc399_c,633,medium,atcoder,,,,1.0319134,1.0552874,-5.3687167,-1.2319903
abc358_d,-3.2811372,-3.3696182,3.2811372,-1.6836048,factor_1,abc358_d,463,medium,atcoder,,,,1.101395,1.1231289,-5.5709505,-1.1682856
abc330_c,-3.288062,-3.376543,3.288062,-1.6872545,factor_1,abc330_c,385,medium,atcoder,,,,1.102399,1.1241106,-5.5797997,-1.1732862
abc333_c,-3.29481,-3.383291,3.29481,-1.6906883,factor_1,abc333_c,393,medium,atcoder,,,,1.1033831,1.1250728,-5.5884337,-1.1781483
abc301_b,-3.3126225,-3.4011035,3.3126225,-1.704031,factor_1,abc301_b,294,easy,atcoder,,,,1.1057631,1.1274002,-5.610808,-1.1913991
abc308_e,-3.3153946,-3.4038756,3.3153946,-1.7051532,factor_1,abc308_e,319,hard,atcoder,,,,1.1061804,1.1278083,-5.61438,-1.1933713
abc381_c,-3.3173268,-3.4058077,3.3173268,-1.706556,factor_1,abc381_c,561,medium,atcoder,,,,1.1064391,1.1280613,-5.616808,-1.1948075
abc325_e,-3.3179123,-3.4063933,3.3179123,-1.7068825,factor_1,abc325_e,370,hard,atcoder,,,,1.1065227,1.128143,-5.6175537,-1.1952331
abc309_d,-3.3202085,-3.4086895,3.3202085,-1.7075961,factor_1,abc309_d,323,medium,atcoder,,,,1.1068798,1.1284922,-5.6205344,-1.1968446
abc386_f,-3.3225691,-3.41105,3.3225691,-1.7091115,factor_1,abc386_f,586,hard,atcoder,,,,1.1072059,1.1288111,-5.62352,-1.1985803
abc308_d,-3.3261533,-3.4146342,3.3261533,-1.710674,factor_1,abc308_d,318,medium,atcoder,,,,1.1077402,1.1293336,-5.628128,-1.2011404
abc307_e,-3.3280904,-3.4165714,3.3280904,-1.7120812,factor_1,abc307_e,315,hard,atcoder,,,,1.1079987,1.1295865,-5.630561,-1.2025819
abc378_d,-3.3358397,-3.4243207,3.3358397,-1.7160411,factor_1,abc378_d,547,hard,atcoder,,,,1.1091225,1.1306856,-5.640465,-1.2081769
abc338_c,-3.337511,-3.425992,3.337511,-1.7174448,factor_1,abc338_c,406,medium,atcoder,,,,1.1093347,1.1308931,-5.642543,-1.2094414
abc330_e,-3.3410769,-3.4295578,3.3410769,-1.718672,factor_1,abc330_e,387,hard,atcoder,,,,1.1098844,1.1314306,-5.647162,-1.2119536
abc315_c,-3.3442986,-3.4327796,3.3442986,-1.72026,factor_1,abc315_c,342,medium,atcoder,,,,1.1103548,1.1318907,-5.651285,-1.2142739
abc304_b,-3.3509836,-3.4394646,3.3509836,-1.7245312,factor_1,abc304_b,305,easy,atcoder,,,,1.1112754,1.1327913,-5.6597357,-1.2191937
abc394_f,-3.4217842,-3.510265,3.4217842,-9.201761,factor_1,abc394_f,616,hard,atcoder,,,,4.1735535,4.1736016,-11.690525,4.6699944
abc312_f,-3.4301896,-3.5186706,3.4301896,-8.864355,factor_1,abc312_f,335,hard,atcoder,,,,3.9724102,3.9730709,-11.305889,4.2685485
abc365_e,-3.4442766,-3.5327575,3.4442766,-8.8251915,factor_1,abc365_e,491,hard,atcoder,,,,3.9498084,3.95054,-11.275816,4.2103014
abc314_f,-3.5165384,-3.6050193,3.5165384,-9.071698,factor_1,abc314_f,341,hard,atcoder,,,,4.1281233,4.128307,-11.696501,4.4864616
abc372_d,-3.6805215,-3.7690024,3.6805215,-9.41091,factor_1,abc372_d,521,medium,atcoder,,,,4.40273,4.4021153,-12.397148,4.8591437
abc302_e,-3.7125988,-3.8010798,3.7125988,-4.333561,factor_1,abc302_e,299,hard,atcoder,,,,1.3288878,1.3463486,-6.4399233,-1.1622365
abc360_d,-3.7138395,-3.8023205,3.7138395,-9.770544,factor_1,abc360_d,470,medium,atcoder,,,,4.667661,4.66632,-12.948308,5.343667
