item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,difficulty_meta,platform,question_content,starter_code,prompt,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
3439,1.2229788,0.55473876,-1.2229788,-2.2904375,-2.071176,factor_1,3439,153,hard,leetcode,,,,6.405484,6.404878,-11.998822,13.1083
abc383_e,1.2215393,0.5532992,-1.2215393,-5.656823,0.48623645,factor_1,abc383_e,571,hard,atcoder,,,,7.6607313,7.656814,-14.454057,15.560655
2920,1.2202889,0.5520488,-1.2202889,-3.2636707,-2.5974476,factor_1,2920,45,medium,leetcode,,,,11.375064,11.363225,-21.719872,22.82397
3403,1.2166622,0.5484221,-1.2166622,-3.4652011,-2.1264596,factor_1,3403,141,medium,leetcode,,,,10.388379,10.378476,-19.793392,20.890236
3292,1.2121942,0.54395413,-1.2121942,-3.0606885,-2.0789013,factor_1,3292,107,medium,leetcode,,,,8.760314,8.753838,-16.613567,17.701477
arc188_a,1.2100095,0.5417694,-1.2100095,-2.6796505,-3.1585326,factor_2,arc188_a,656,hard,atcoder,,,,10.0805855,10.071305,-19.19799,20.281528
3805,1.2066752,0.5384351,-1.2066752,-4.0859547,-2.5193148,factor_1,3805,292,medium,leetcode,,,,15.244607,15.225771,-29.304077,30.380947
3406,1.1951166,0.52687657,-1.1951166,-3.758758,-2.5307355,factor_1,3406,142,medium,leetcode,,,,13.442306,13.426637,-25.789331,26.843084
3494,1.1929272,0.5246872,-1.1929272,-2.5304413,-2.7513995,factor_2,3494,172,medium,leetcode,,,,8.447101,8.441328,-16.020317,17.06969
3387,1.1909655,0.52272546,-1.1909655,-3.1399918,-1.9260889,factor_1,3387,135,medium,leetcode,,,,8.375932,8.370322,-15.883107,16.928558
2833,1.1879021,0.519662,-1.1879021,-3.226573,-2.0376017,factor_1,2833,23,medium,leetcode,,,,9.054381,9.047258,-17.212963,18.252289
3485,1.1785094,0.5102693,-1.1785094,-3.2281172,-2.0420258,factor_1,3485,168,medium,leetcode,,,,9.034314,9.027236,-17.183113,18.203651
3701,1.1609422,0.49270213,-1.1609422,-3.0418987,-2.0839732,factor_1,3701,253,hard,leetcode,,,,8.496471,8.490587,-16.14885,17.134254
abc326_c,1.1549497,0.4867096,-1.1549497,-0.077044636,2.2288914,factor_2,abc326_c,372,medium,atcoder,,,,1.0335393,1.085664,-1.641192,2.6146111
abc371_g,1.139979,0.47173893,-1.139979,-4.4449487,0.48473632,factor_1,abc371_g,519,hard,atcoder,,,,4.974127,4.9781885,-9.285511,10.228989
abc391_d,1.136079,0.46783888,-1.136079,-3.4638715,-2.865648,factor_1,abc391_d,603,medium,atcoder,,,,12.881912,12.867258,-24.751987,25.687664
3479,1.1302757,0.46203566,-1.1302757,-4.00854,-2.5299,factor_1,3479,166,medium,leetcode,,,,14.319826,14.3026,-27.57106,28.495132
3209,1.1224487,0.4542086,-1.1224487,-3.4107268,-2.2448158,factor_1,3209,84,medium,leetcode,,,,10.198882,10.189361,-19.51694,20.425356
abc354_c,1.1190882,0.4508481,-1.1190882,-2.7630646,6.3912187,factor_2,abc354_c,451,medium,atcoder,,,,2.5488005,2.5672526,-4.580967,5.482663
3528,1.1170683,0.44882822,-1.1170683,-3.6580374,-2.6614509,factor_1,3528,184,medium,leetcode,,,,12.988334,12.973485,-24.979204,25.87686
3374,1.1097778,0.44153774,-1.1097778,-2.2815917,-2.211567,factor_1,3374,129,medium,leetcode,,,,6.2799664,6.279723,-11.86672,12.749796
abc303_e,1.1075987,0.4393586,-1.1075987,-2.1853456,-2.3634489,factor_2,abc303_e,303,hard,atcoder,,,,6.22628,6.226194,-11.763982,12.642699
3219,1.1060526,0.43781257,-1.1060526,-3.4465106,-2.181907,factor_1,3219,87,medium,leetcode,,,,9.999804,9.990688,-19.143936,20.019562
abc349_d,1.1057962,0.43755615,-1.1057962,-4.7993,0.533611,factor_1,abc349_d,435,hard,atcoder,,,,5.5396175,5.541678,-10.424132,11.299245
2850,1.0915282,0.4232881,-1.0915282,-3.1455228,-1.9344761,factor_1,2850,29,medium,leetcode,,,,8.020609,8.015826,-15.287731,16.134308
abc359_e,1.0762751,0.40803504,-1.0762751,-3.4265382,-2.1007705,factor_1,abc359_e,467,hard,atcoder,,,,9.452778,9.444801,-18.103775,18.919846
3496,1.0639287,0.39568865,-1.0639287,-2.4863956,-3.3337283,factor_2,3496,174,medium,leetcode,,,,8.64357,8.637354,-16.533525,17.324903
abc383_d,1.0620435,0.39380348,-1.0620435,-5.5765095,0.42800942,factor_1,abc383_d,570,medium,atcoder,,,,7.080029,7.0775795,-13.478252,14.26586
abc357_e,1.0591199,0.39087987,-1.0591199,-3.366526,0.49587685,factor_1,abc357_e,461,hard,atcoder,,,,3.3778703,3.3896716,-6.2528763,7.0346365
abc354_d,1.0582472,0.39000714,-1.0582472,-3.4864616,-2.9542313,factor_1,abc354_d,452,hard,atcoder,,,,12.844898,12.830312,-24.757404,25.537418
3801,1.0443164,0.37607634,-1.0443164,-2.5075705,-3.3972898,factor_2,3801,291,hard,leetcode,,,,8.744837,8.738395,-16.751179,17.50333
3765,1.0435274,0.3752873,-1.0435274,-3.432833,-2.983494,factor_1,3765,274,hard,leetcode,,,,12.564456,12.550384,-24.223465,24.974041
arc184_e,1.0341641,0.365924,-1.0341641,-3.4481485,-2.9542692,factor_1,arc184_e,648,hard,atcoder,,,,12.48375,12.469827,-24.074936,24.806786
3622,1.0272459,0.3590058,-1.0272459,-3.250248,-2.9389071,factor_1,3622,221,medium,leetcode,,,,11.362074,11.350261,-21.887506,22.605516
3563,1.0261831,0.35794306,-1.0261831,-2.555968,-3.2493544,factor_2,3563,199,hard,leetcode,,,,8.75537,8.748905,-16.789911,17.505796
abc310_d,0.9998053,0.3315652,-0.9998053,-3.0637617,-2.257765,factor_1,abc310_d,325,medium,atcoder,,,,8.419096,8.413388,-16.158676,16.821808
3534,0.9748165,0.30657643,-0.9748165,-3.34127,-2.109724,factor_1,3534,187,medium,leetcode,,,,8.754557,8.748094,-16.839687,17.452839
2845,0.974359,0.3061189,-0.974359,-2.7353377,-2.0002308,factor_1,2845,26,medium,leetcode,,,,6.6736174,6.672258,-12.771506,13.383744
3558,0.97123915,0.30299908,-0.97123915,-2.822804,-3.1569188,factor_2,3558,195,medium,leetcode,,,,9.619545,9.611217,-18.534985,19.140984
3211,0.96785945,0.29961938,-0.96785945,-2.7428799,-2.4190934,factor_1,3211,85,hard,leetcode,,,,7.621706,7.617884,-14.6314335,15.230673
3784,0.9637727,0.29553264,-0.9637727,-3.529142,-2.5836263,factor_1,3784,282,hard,leetcode,,,,11.131496,11.120128,-21.499918,22.090982
3153,0.9581875,0.28994745,-0.9581875,-2.375106,-2.6102912,factor_2,3153,71,hard,leetcode,,,,6.743187,6.7416368,-12.923661,13.503556
abc366_b,0.95741886,0.2891788,-0.95741886,-5.638657,0.42286822,factor_1,abc366_b,492,easy,atcoder,,,,6.9824862,6.9802933,-13.392197,13.970554
3575,0.95351386,0.2852738,-0.95351386,-2.8073404,-2.0302935,factor_1,3575,203,hard,leetcode,,,,6.868434,6.8665447,-13.173155,13.743702
3355,0.94232565,0.27408558,-0.94232565,-2.507893,-2.8581734,factor_2,3355,122,medium,leetcode,,,,7.570585,7.5668893,-14.557017,15.105189
2891,0.93600893,0.26776886,-0.93600893,-2.8958972,-2.5241864,factor_1,2891,41,medium,leetcode,,,,8.265363,8.260008,-15.921846,16.457384
3737,0.93203,0.26378995,-0.93203,-3.2559202,-2.3631525,factor_1,3737,264,medium,leetcode,,,,9.115492,9.108237,-17.588356,18.115936
3263,0.92904866,0.2608086,-0.92904866,-3.4273386,-2.826715,factor_1,3263,101,easy,leetcode,,,,11.311462,11.299746,-21.886692,22.40831
3395,0.9108284,0.24258834,-0.9108284,-3.3959877,-2.0168169,factor_1,3395,138,medium,leetcode,,,,8.297231,8.291802,-16.009344,16.49452
3195,0.9072015,0.23896146,-0.9072015,-2.9608703,-3.0369697,factor_2,3195,79,medium,leetcode,,,,9.654801,9.6463995,-18.667982,19.145906
3328,0.9054786,0.23723853,-0.9054786,-2.8888998,-2.0216901,factor_1,3328,117,medium,leetcode,,,,6.9031634,6.9011807,-13.289076,13.763554
3045,0.89904237,0.2308023,-0.89904237,-3.5059905,-2.172944,factor_1,3045,60,easy,leetcode,,,,9.187856,9.180445,-17.762869,18.224474
abc377_f,0.8969591,0.22871906,-0.8969591,-2.740465,-2.4370606,factor_1,abc377_f,544,hard,atcoder,,,,7.3914976,7.3882484,-14.252249,14.709686
3674,0.89410114,0.22586107,-0.89410114,-3.4381156,-2.7876794,factor_1,3674,237,hard,leetcode,,,,11.03836,11.027172,-21.387398,21.839119
3510,0.8865164,0.21827632,-0.8865164,-3.1705093,-1.9218808,factor_1,3510,178,medium,leetcode,,,,7.270588,7.267646,-14.02631,14.462862
abc391_g,0.8836006,0.21536052,-0.8836006,-2.5821705,-3.2946453,factor_2,abc391_g,606,hard,atcoder,,,,8.350937,8.345385,-16.141594,16.572315
3584,0.87474954,0.20650947,-0.87474954,-2.7023065,-3.2873845,factor_2,3584,206,medium,leetcode,,,,8.880581,8.873838,-17.186214,17.599232
abc389_e,0.86708176,0.19884169,-0.86708176,-3.5772564,-2.2779133,factor_1,abc389_e,595,hard,atcoder,,,,9.690049,9.681574,-18.777044,19.174726
3018,0.8643333,0.1960932,-0.8643333,-3.743873,-2.507144,factor_1,3018,53,medium,leetcode,,,,11.243511,11.231926,-21.818483,22.210669
abc366_e,0.8629747,0.19473463,-0.8629747,-5.398383,0.35416856,factor_1,abc366_e,495,hard,atcoder,,,,6.253526,6.25336,-12.061851,12.45132
arc195_e,0.8418927,0.17365265,-0.8418927,-3.14205,-2.9632146,factor_1,arc195_e,672,hard,atcoder,,,,9.947827,9.938818,-19.30643,19.653736
3411,0.83114535,0.16290528,-0.83114535,-2.618658,-2.3711689,factor_1,3411,143,hard,leetcode,,,,6.6603746,6.659052,-12.888836,13.214647
3031,0.81615186,0.14791179,-0.81615186,-2.6745152,-2.3298392,factor_1,3031,57,medium,leetcode,,,,6.6929364,6.691524,-12.967475,13.263299
3522,0.8150948,0.14685476,-0.8150948,-3.8889964,-2.4600263,factor_1,3522,181,medium,leetcode,,,,11.393285,11.381412,-22.160713,22.454422
3414,0.787649,0.119408906,-0.787649,-3.6907232,-2.7587278,factor_1,3414,145,hard,leetcode,,,,11.534348,11.522203,-22.46411,22.702929
3482,0.7866871,0.118447006,-0.7866871,-2.4449346,-2.7291079,factor_2,3482,167,hard,leetcode,,,,6.5997376,6.598583,-12.814776,13.051671
3233,0.78506756,0.11682749,-0.78506756,-2.8502288,-2.1736012,factor_1,3233,94,hard,leetcode,,,,6.757218,6.755629,-13.124207,13.357861
3799,0.7773897,0.109149635,-0.7773897,-3.6674814,-2.6352518,factor_1,3799,290,easy,leetcode,,,,10.919886,10.908929,-21.27235,21.49065
abc395_b,0.7719648,0.10372472,-0.7719648,-0.17079239,0.29815656,factor_2,abc395_b,618,easy,atcoder,,,,0.81700844,0.8826954,-1.6263583,1.8338077
3559,0.76709133,0.09885126,-0.76709133,-3.1282926,-2.1905375,factor_1,3559,196,medium,leetcode,,,,7.524198,7.520617,-14.641559,14.839261
3252,0.7648282,0.096588135,-0.7648282,-3.331677,-2.0345,factor_1,3252,99,easy,leetcode,,,,7.615779,7.611972,-14.822877,15.016053
3199,0.76058936,0.09234929,-0.76058936,-2.8483741,-3.193603,factor_2,3199,81,easy,leetcode,,,,8.854134,8.847449,-17.248652,17.433352
3562,0.76041216,0.092172086,-0.76041216,-3.572538,-2.307486,factor_1,3562,198,hard,leetcode,,,,9.283176,9.27556,-18.087927,18.272272
abc364_c,0.7574357,0.08919561,-0.7574357,-2.7714624,-3.039944,factor_2,abc364_c,484,medium,atcoder,,,,8.211201,8.205971,-15.994507,16.172897
3308,0.75261986,0.08437979,-0.75261986,-3.2217207,-2.1295836,factor_1,3308,112,medium,leetcode,,,,7.568778,7.565087,-14.743191,14.911951
arc181_b,0.73975116,0.07151109,-0.73975116,-3.6883159,-2.7452354,factor_1,arc181_b,641,hard,atcoder,,,,11.20389,11.192381,-21.865557,22.008577
abc355_c,0.7343968,0.066156745,-0.7343968,-0.21404503,0.33753353,factor_2,abc355_c,455,medium,atcoder,,,,0.84842837,0.9117698,-1.7209121,1.8532256
abc313_a,0.7340567,0.06581664,-0.7340567,-0.031504694,1.3452669,factor_2,abc313_a,336,easy,atcoder,,,,0.90156657,0.96127033,-1.8182733,1.9499066
3442,0.73312026,0.06488019,-0.73312026,-2.7176542,-2.841743,factor_2,3442,154,medium,leetcode,,,,7.5314355,7.527837,-14.68968,14.819441
abc320_e,0.72940356,0.061163485,-0.72940356,-2.7682593,-3.3462813,factor_2,abc320_e,352,hard,atcoder,,,,8.664157,8.657894,-16.90831,17.030636
3764,0.72737193,0.05913186,-0.72737193,-3.9835372,-2.6264288,factor_1,3764,273,medium,leetcode,,,,12.03752,12.024426,-23.508745,23.627008
abc361_f,0.72450256,0.056262493,-0.72450256,-3.5366786,-2.2199402,factor_1,abc361_f,476,hard,atcoder,,,,8.691017,8.684695,-16.96574,17.078266
2786,0.7007725,0.032532454,-0.7007725,-3.264289,-3.0434566,factor_1,2786,12,medium,leetcode,,,,10.012012,10.002871,-19.573095,19.638159
3783,0.69952554,0.031285465,-0.69952554,-3.4752698,-3.0608532,factor_1,3783,281,hard,leetcode,,,,11.031023,11.01985,-21.56762,21.630192
3681,0.69505113,0.026811063,-0.69505113,-2.5083408,-2.9654422,factor_2,3681,241,medium,leetcode,,,,6.865782,6.8638997,-13.426433,13.480054
2811,0.69280237,0.0245623,-0.69280237,-2.8346372,-2.3532767,factor_1,2811,17,medium,leetcode,,,,6.791896,6.7902126,-13.284255,13.333379
2824,0.69113433,0.022894263,-0.69113433,-2.7354522,-2.3780468,factor_1,2824,19,easy,leetcode,,,,6.554861,6.5538316,-12.822617,12.868404
3608,0.6760727,0.007832646,-0.6760727,-3.1212633,-2.9098227,factor_1,3608,216,hard,leetcode,,,,8.94865,8.941759,-17.518015,17.533682
3680,0.6724935,0.004253447,-0.6724935,-3.1997423,-2.8163805,factor_1,3680,240,hard,leetcode,,,,9.005679,8.998663,-17.633127,17.641634
3594,0.6603063,-0.007933795,-0.6603063,-3.5291216,-2.2040892,factor_1,3594,210,medium,leetcode,,,,8.342216,8.336683,-16.347834,16.331964
3345,0.63269365,-0.035546422,-0.63269365,-3.8636577,-2.715891,factor_1,3345,119,hard,leetcode,,,,11.300772,11.289076,-22.162136,22.091042
3306,0.62998587,-0.0382542,-0.62998587,-3.6669226,-3.4945683,factor_1,3306,111,medium,leetcode,,,,13.075798,13.060791,-25.637405,25.560898
arc183_c,0.625711,-0.042529047,-0.625711,-3.7245657,-2.6265743,factor_1,arc183_c,647,hard,atcoder,,,,10.334617,10.324821,-20.279179,20.194122
abc373_e,0.6249233,-0.04331678,-0.6249233,-2.9070444,-2.5882435,factor_1,abc373_e,525,hard,atcoder,,,,7.2603025,7.2573867,-14.267795,14.181161
abc321_c,0.6207624,-0.047477663,-0.6207624,-2.8975463,-3.3251634,factor_2,abc321_c,354,medium,atcoder,,,,8.728693,8.722286,-17.14316,17.048204
abc341_f,0.61929,-0.048950076,-0.61929,-4.196059,-2.81243,factor_1,abc341_f,417,hard,atcoder,,,,13.244696,13.229383,-25.978542,25.880642
abc379_g,0.60429364,-0.063946426,-0.60429364,-3.3038938,-1.9995872,factor_1,abc379_g,554,hard,atcoder,,,,6.8626604,6.860787,-13.511089,13.383196
2827,0.6002242,-0.06801587,-0.6002242,-4.031174,-2.921939,factor_1,2827,20,hard,leetcode,,,,12.738081,12.723689,-25.006447,24.870415
3591,0.5883112,-0.079928875,-0.5883112,-3.3367295,-2.999692,factor_1,3591,209,medium,leetcode,,,,9.658707,9.650297,-18.994513,18.834654
abc382_b,0.5871787,-0.08106136,-0.5871787,0.18433954,1.0692469,factor_2,abc382_b,564,easy,atcoder,,,,0.8898097,0.95028526,-1.9436204,1.7814977
abc394_e,0.58529013,-0.08294994,-0.58529013,-6.1221924,0.23964061,factor_1,abc394_e,615,hard,atcoder,,,,7.26628,7.263349,-14.319114,14.153214
abc360_b,0.56941247,-0.0988276,-0.56941247,0.18113658,1.0650915,factor_2,abc360_b,468,easy,atcoder,,,,0.8892048,0.9497205,-1.9602798,1.7626246
abc386_c,0.5607232,-0.107516885,-0.5607232,-2.5920863,5.4539995,factor_2,abc386_c,583,medium,atcoder,,,,2.1603882,2.1833673,-4.3869166,4.171883
abc346_d,0.5590047,-0.10923535,-0.5590047,-6.0820103,0.26550072,factor_1,abc346_d,429,medium,atcoder,,,,7.0990925,7.096593,-14.0185585,13.800087
3653,0.5575935,-0.110646546,-0.5575935,-3.6644382,-3.1010327,factor_1,3653,232,medium,leetcode,,,,11.289321,11.277647,-22.214836,21.993542
abc333_d,0.5531528,-0.11508727,-0.5531528,-2.458484,-2.5921502,factor_2,abc333_d,394,medium,atcoder,,,,5.7389507,5.7403603,-11.366194,11.136019
abc358_c,0.5486115,-0.11962855,-0.5486115,0.17736775,1.0596594,factor_2,abc358_c,462,medium,atcoder,,,,0.88838214,0.9489526,-1.9795758,1.7403187
abc375_f,0.54263556,-0.12560451,-0.54263556,-4.3183594,7.9810224,factor_2,abc375_f,535,hard,atcoder,,,,3.4803257,3.4914832,-6.9689116,6.7177024
3394,0.53083426,-0.13740581,-0.53083426,-3.3035579,-2.6109262,factor_1,3394,137,medium,leetcode,,,,8.258683,8.253344,-16.31396,16.039148
abc378_f,0.5135551,-0.15468496,-0.5135551,-2.6681132,-2.2751923,factor_1,abc378_f,549,hard,atcoder,,,,5.6678886,5.669527,-11.266958,10.957588
3316,0.511743,-0.15649706,-0.511743,-2.3972464,-3.0625424,factor_2,3316,114,hard,leetcode,,,,6.0048103,6.0053883,-11.927058,11.614064
3776,0.49448496,-0.17375511,-0.49448496,-3.1316838,-3.4503329,factor_2,3776,277,medium,leetcode,,,,9.457187,9.449201,-18.69419,18.346678
abc354_e,0.49391043,-0.17432964,-0.49391043,-4.2279677,7.769873,factor_2,abc354_e,453,hard,atcoder,,,,3.3358538,3.3479278,-6.7362685,6.387609
3700,0.48192367,-0.1863164,-0.48192367,-2.7646236,-3.4340012,factor_2,3700,252,hard,leetcode,,,,7.790828,7.7865944,-15.448042,15.075409
arc196_c,0.47047472,-0.19776535,-0.47047472,-2.7687507,-3.6071694,factor_2,arc196_c,674,hard,atcoder,,,,8.005418,8.00067,-15.87908,15.483549
abc311_b,0.46813133,-0.20010874,-0.46813133,0.23316629,0.37039873,factor_2,abc311_b,329,easy,atcoder,,,,0.75948024,0.82989573,-1.8267044,1.4264868
3717,0.46019655,-0.20804352,-0.46019655,-3.8174052,-2.8217912,factor_1,3717,258,hard,leetcode,,,,10.54059,10.530382,-20.847593,20.431505
3493,0.44533452,-0.22290555,-0.44533452,-3.8431125,-2.5324287,factor_1,3493,171,medium,leetcode,,,,9.580885,9.572638,-18.985275,18.539463
3455,0.41520548,-0.2530346,-0.41520548,-3.0679874,-3.2310104,factor_2,3455,159,medium,leetcode,,,,8.3612585,8.355683,-16.630175,16.124105
2808,0.4114236,-0.25681648,-0.4114236,-3.0386937,-2.7049274,factor_1,2808,15,hard,leetcode,,,,7.1555023,7.1528563,-14.276416,13.762782
3426,0.41134602,-0.25689405,-0.41134602,-2.8463726,-2.015209,factor_1,3426,148,easy,leetcode,,,,5.3262277,5.3290143,-10.701762,10.187974
3531,0.40183142,-0.26640865,-0.40183142,-3.5372725,-3.3102915,factor_1,3531,185,hard,leetcode,,,,10.483745,10.47365,-20.794764,20.261946
3777,0.38110918,-0.2871309,-0.38110918,-2.973557,-2.0869284,factor_1,3777,278,hard,leetcode,,,,5.6547146,5.6563964,-11.373669,10.799406
abc307_d,0.34959722,-0.31864285,-0.34959722,-3.5133612,-2.1167715,factor_1,abc307_d,314,medium,atcoder,,,,6.8576317,6.8557715,-13.755955,13.1186695
3716,0.3245572,-0.3436829,-0.3245572,-3.4555817,-2.2160368,factor_1,3716,257,medium,leetcode,,,,6.919388,6.917362,-13.901713,13.214347
3634,0.30737048,-0.3608696,-0.30737048,-2.8551881,-3.4779189,factor_2,3634,226,medium,leetcode,,,,7.5705667,7.566871,-15.191937,14.470199
3364,0.3043699,-0.36387017,-0.3043699,-3.7352693,-2.8489223,factor_1,3364,128,hard,leetcode,,,,9.51383,9.505724,-18.99509,18.26735
3402,0.29730052,-0.37093955,-0.29730052,-3.983957,-2.805903,factor_1,3402,140,hard,leetcode,,,,10.350842,10.341014,-20.639326,19.897448
arc182_d,0.28135562,-0.38688445,-0.28135562,-2.794628,-3.5196009,factor_2,arc182_d,644,hard,atcoder,,,,7.294121,7.2911186,-14.677478,13.903708
3150,0.27172843,-0.39651164,-0.27172843,-4.0955033,-2.5623868,factor_1,3150,70,medium,leetcode,,,,9.782046,9.773379,-19.552336,18.759314
abc370_e,0.26059228,-0.4076478,-0.26059228,-0.8307481,0.67886233,factor_1,abc370_e,514,hard,atcoder,,,,1.1316255,1.1791569,-2.7187953,1.9034996
abc378_e,0.26038453,-0.40785554,-0.26038453,-0.8306324,0.67866325,factor_1,abc378_e,548,hard,atcoder,,,,1.1315256,1.1790612,-2.7188156,1.9031045
abc400_e,0.25679213,-0.41144794,-0.25679213,-0.83406216,0.6794869,factor_1,abc400_e,640,hard,atcoder,,,,1.1319101,1.1794292,-2.7231293,1.9002333
arc192_d,0.25611675,-0.41212332,-0.25611675,-3.0356395,-2.9954278,factor_1,arc192_d,664,hard,atcoder,,,,7.170068,7.167384,-14.4601965,13.635949
abc351_e,0.22026509,-0.44797498,-0.22026509,-3.6439762,6.5527425,factor_2,abc351_e,442,hard,atcoder,,,,2.623931,2.641641,-5.6255913,4.729641
abc335_c,0.21294698,-0.4552931,-0.21294698,-2.886707,-3.4212198,factor_2,abc335_c,399,medium,atcoder,,,,7.258783,7.255871,-14.6768,13.766214
abc385_d,0.19759184,-0.47064823,-0.19759184,-4.6491632,0.12355968,factor_1,abc385_d,580,hard,atcoder,,,,3.9472978,3.9558418,-8.224098,7.2828016
3702,0.17386307,-0.49437702,-0.17386307,-3.9582264,-2.9406664,factor_1,3702,254,easy,leetcode,,,,10.065499,10.05625,-20.204626,19.215872
3264,0.16498321,-0.50325686,-0.16498321,-4.0097,-2.9397523,factor_1,3264,102,medium,leetcode,,,,10.232583,10.222994,-20.540325,19.53381
abc305_e,0.13793999,-0.5303001,-0.13793999,-4.3066173,7.4097877,factor_2,abc305_e,310,hard,atcoder,,,,3.0813665,3.0952144,-6.5969205,5.53632
3223,0.12314577,-0.5450943,-0.12314577,-3.0196667,-3.6949966,factor_2,3223,88,hard,leetcode,,,,7.877193,7.872751,-15.975687,14.885498
3297,0.11647904,-0.55176103,-0.11647904,-3.3351228,-3.3029308,factor_1,3297,108,medium,leetcode,,,,8.303104,8.297662,-16.81518,15.711658
2954,0.10307259,-0.5651675,-0.10307259,-3.7564163,-2.8261952,factor_1,2954,49,medium,leetcode,,,,8.627423,8.6212435,-17.462807,16.33247
abc358_e,0.08743482,-0.58080524,-0.08743482,-2.7792957,-2.3381753,factor_1,abc358_e,464,hard,atcoder,,,,4.925773,4.930018,-10.24364,9.08203
1883_C,0.077229105,-0.591011,-0.077229105,-3.2585194,-3.426622,factor_2,1883_C,3,medium,codeforces,,,,8.120047,8.115029,-16.496468,15.314446
3600,0.058611017,-0.60962903,-0.058611017,-3.4989102,-3.2210553,factor_1,3600,211,easy,leetcode,,,,8.4897175,8.483849,-17.237972,16.018715
3437,0.054170385,-0.6140697,-0.054170385,-3.9738016,-2.4004903,factor_1,3437,151,medium,leetcode,,,,7.8725376,7.868107,-16.035559,14.80742
3697,0.03371484,-0.63452524,-0.03371484,-4.118649,-2.521767,factor_1,3697,250,hard,leetcode,,,,8.629991,8.623805,-17.537184,16.268133
3354,0.015605892,-0.6526342,-0.015605892,-3.2447677,-2.8036544,factor_1,3354,121,medium,leetcode,,,,6.624389,6.6231656,-13.63404,12.328771
abc308_c,0.0070397323,-0.66120034,-0.0070397323,-4.7657614,7.941441,factor_2,abc308_c,317,medium,atcoder,,,,3.3991692,3.4108343,-7.346436,6.024035
2784,-0.00738133,-0.6756214,0.00738133,-4.048111,-2.796363,factor_1,2784,11,hard,leetcode,,,,9.104758,9.097527,-18.506773,17.15553
3017,-0.021808721,-0.6900488,0.021808721,-2.9628928,-3.6473172,factor_2,3017,52,hard,leetcode,,,,7.054558,7.052175,-14.512313,13.132215
abc346_b,-0.04652362,-0.7147637,0.04652362,-4.719686,7.7014747,factor_2,abc346_b,428,easy,atcoder,,,,3.2338023,3.2465615,-7.0780244,5.648497
3788,-0.054896485,-0.72313654,0.054896485,-4.1199565,-3.0508225,factor_1,3788,284,easy,leetcode,,,,9.946629,9.937622,-20.200876,18.754602
3684,-0.13118905,-0.7994291,0.13118905,-4.1790867,-2.782751,factor_1,3684,244,easy,leetcode,,,,8.975731,8.9687805,-18.378239,16.77938
abc305_d,-0.14448954,-0.8127296,0.14448954,-0.9574301,0.21844718,factor_1,abc305_d,309,hard,atcoder,,,,1.0632827,1.1139338,-2.9960399,1.3705807
abc390_e,-0.14611232,-0.8143524,0.14611232,-0.954183,0.21677724,factor_1,abc390_e,600,hard,atcoder,,,,1.0620563,1.1127666,-2.9953752,1.3666703
abc370_d,-0.14622785,-0.8144679,0.14622785,-0.95413905,0.21676487,factor_1,abc370_d,513,medium,atcoder,,,,1.0620223,1.1127343,-2.9954271,1.3664913
abc379_f,-0.14692624,-0.8151663,0.14692624,-0.9554193,0.21718809,factor_1,abc379_f,553,hard,atcoder,,,,1.0624057,1.1130991,-2.9968405,1.366508
abc349_e,-0.14713006,-0.81537014,0.14713006,-0.9553764,0.21712333,factor_1,abc349_e,436,hard,atcoder,,,,1.0623802,1.1130748,-2.9969966,1.3662565
abc318_e,-0.14719394,-0.815434,0.14719394,-0.9569871,0.21777695,factor_1,abc318_e,347,hard,atcoder,,,,1.0629317,1.1135997,-2.9980893,1.3672214
abc338_e,-0.14724882,-0.8154889,0.14724882,-0.95536727,0.21709487,factor_1,abc338_e,408,hard,atcoder,,,,1.0623697,1.1130649,-2.997096,1.3661184
abc341_e,-0.1475122,-0.81575227,0.1475122,-0.9561965,0.21739882,factor_1,abc341_e,416,hard,atcoder,,,,1.0626332,1.1133156,-2.997851,1.3663464
abc384_f,-0.14753997,-0.81578004,0.14753997,-0.95580363,0.2172091,factor_1,abc384_f,575,hard,atcoder,,,,1.0625043,1.113193,-2.9976382,1.3660783
abc372_f,-0.14762485,-0.8158649,0.14762485,-0.9559476,0.21724994,factor_1,abc372_f,523,hard,atcoder,,,,1.0625492,1.1132358,-2.997807,1.3660773
abc352_d,-0.14771412,-0.8159542,0.14771412,-0.9565579,0.21750073,factor_1,abc352_d,445,hard,atcoder,,,,1.0627476,1.1134245,-2.9982665,1.366358
arc194_e,-0.14771844,-0.8159585,0.14771844,-0.9570984,0.21772721,factor_1,arc194_e,669,hard,atcoder,,,,1.0629324,1.1136004,-2.9986153,1.3666983
arc185_e,-0.14796664,-0.8162067,0.14796664,-0.9565508,0.21742912,factor_1,arc185_e,651,hard,atcoder,,,,1.0627358,1.1134133,-2.9984968,1.3660834
abc347_c,-0.14833339,-0.81657344,0.14833339,-0.9569602,0.21757996,factor_1,abc347_c,431,medium,atcoder,,,,1.0628314,1.1135043,-2.9990418,1.365895
abc388_d,-0.14839211,-0.81663215,0.14839211,-0.9568024,0.21746461,factor_1,abc388_d,590,medium,atcoder,,,,1.0627884,1.1134633,-2.99902,1.3657559
