item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,original_id,order,pair_id,source,split,response_model,gold_label,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
4382:original,-4.0740547,-3.0096836,4.0740547,5.7793984,factor_1,4382:original,4382,original,ed01d44a-e1bc-5833-9a59-ea5f5a9ebd60,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,2.135577,2.1447,-7.213296,1.1939287
8716:original,-4.1155467,-3.0511756,4.1155467,0.94205594,factor_1,8716:original,8716,original,8ac653fc-14f9-58aa-8306-e008d51ca0eb,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,3.381283,3.380458,-9.676874,3.5745225
9829:swapped,-4.165078,-3.100707,4.165078,0.8949234,factor_1,9829:swapped,9829,swapped,a6f94de7-dee6-579b-852a-1be7ca389cd2,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,3.484469,3.4830081,-9.9274025,3.7259889
11421:original,-4.1658926,-3.1015215,4.1658926,0.9479046,factor_1,11421:original,11421,original,bd2ab0d9-9fed-5c10-94a7-efa1750148f4,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,3.4590979,3.4577918,-9.878794,3.6757507
2714:swapped,-4.207318,-3.1429467,4.207318,0.9503527,factor_1,2714:swapped,2714,swapped,7c22d528-b258-5125-9bcc-877df3431ae1,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,3.525895,3.524184,-10.050347,3.764454
2243:original,-4.3555703,-3.2911992,4.3555703,6.0721955,factor_1,2243:original,2243,original,803e5d58-0c62-5946-9738-ceeea2e4aaa2,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,2.2242317,2.2324305,-7.666763,1.0843644
10305:swapped,-4.380397,-3.3160257,4.380397,0.9415759,factor_1,10305:swapped,10305,swapped,e23cdc82-bbf1-5378-9404-d94c1e7ce2ef,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,3.832851,3.8293624,-10.821576,4.1895247
4381:original,-4.4201474,-3.3557763,4.4201474,0.920205,factor_1,4381:original,4381,original,cd01c08e-2906-5d2a-b3d8-3d3425f397db,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,3.9194932,3.915525,-11.030205,4.3186526
5709:original,-4.4359803,-3.3716092,4.4359803,0.8846472,factor_1,5709:original,5709,original,35e4e1cd-ccdf-51ae-8fee-687a634c6c2e,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,3.9696121,3.9653702,-11.143735,4.4005165
8857:swapped,-4.4602337,-3.3958626,4.4602337,0.8302539,factor_1,8857:swapped,8857,swapped,26d7ab00-c73b-5b3e-8bc3-4a8f941fceb7,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,4.042266,4.0376325,-11.309622,4.517897
10745:original,-4.4671116,-3.4027405,4.4671116,0.942152,factor_1,10745:original,10745,original,3b317691-c56f-50df-92a6-8ad2f444dfe4,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,3.9944026,3.9900265,-11.223192,4.4177117
3036:original,-4.4747777,-3.4104066,4.4747777,-0.7965029,factor_1,3036:original,3036,original,3cbbae47-8be1-5e31-868b-3b61d51a777d,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,1.1981226,1.2226366,-5.806774,-1.0140388
10038:original,-4.4805765,-3.4162054,4.4805765,0.79295737,factor_1,10038:original,10038,original,c0fceb61-37b0-5049-84c3-9add01413cc8,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,4.0960884,4.0911684,-11.4348955,4.6024847
481:original,-4.4919415,-3.4275703,4.4919415,0.94010043,factor_1,481:original,481,original,83ec31fe-5063-5c77-9b1e-0c32f113a042,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,4.0435195,4.038879,-11.343773,4.4886327
1622:swapped,-4.5999546,-3.5355835,4.5999546,0.7558648,factor_1,1622:swapped,1622,swapped,8de34479-e94c-5c30-9146-da3d92f7223c,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,4.3508058,4.3445663,-12.050934,4.979767
11335:swapped,-4.6029387,-3.5385675,4.6029387,0.9266361,factor_1,11335:swapped,11335,swapped,3e2b3d28-4ac1-5898-ad61-f5a58cee8698,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,4.2742453,4.2683964,-11.904625,4.82749
4951:original,-4.614994,-3.550623,4.614994,-0.8185419,factor_1,4951:original,4951,original,f7dc91ae-4e50-51e8-aa72-34723a3b4c85,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,1.1912898,1.2159852,-5.9339542,-1.1672919
6742:original,-4.62928,-3.564909,4.62928,0.85456175,factor_1,6742:original,6742,original,ca91b783-54e9-5fb6-9c30-a7ebf3ee7258,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,4.3736753,4.36732,-12.124856,4.995038
12146:original,-4.647838,-3.583467,4.647838,0.92454624,factor_1,12146:original,12146,original,9636f59f-6396-54cc-8bed-6842a7f28f74,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,4.369172,4.3628397,-12.134632,4.9676986
1330:swapped,-4.6770115,-3.6126404,4.6770115,0.7532431,factor_1,1330:swapped,1330,swapped,50e6565c-07f5-57d6-80d8-028498a1251b,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,4.5174465,4.510374,-12.452973,5.2276926
11985:original,-4.758565,-3.6941938,4.758565,0.805804,factor_1,11985:original,11985,original,c1891f8b-2cce-52b7-868c-6c072e79701e,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,4.681462,4.673589,-12.854429,5.4660416
8315:original,-4.813997,-3.7496257,4.813997,0.8806921,factor_1,8315:original,8315,original,000ad3d2-6b2a-5bee-baf2-fdf780b4e068,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,4.7667556,4.7584743,-13.076235,5.576984
10321:original,-4.825084,-3.760713,4.825084,0.93480134,factor_1,10321:original,10321,original,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,4.7518864,4.743676,-13.058319,5.5368924
5111:swapped,-4.82745,-3.7630787,4.82745,0.7733785,factor_1,5111:swapped,5111,swapped,b6ade862-109b-5788-8c0c-eabe1f7e205a,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,4.8545046,4.8458076,-13.260861,5.734704
5284:original,-4.8412714,-3.7769003,4.8412714,0.71001935,factor_1,5284:original,5284,original,ebe368cb-5783-5f03-8471-e31295bc4438,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,4.9033685,4.894442,-13.370007,5.816206
12146:swapped,-4.897892,-3.833521,4.897892,0.88726366,factor_1,12146:swapped,12146,swapped,9636f59f-6396-54cc-8bed-6842a7f28f74,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,4.9604883,4.9512954,-13.53806,5.8710184
4019:swapped,-4.934244,-3.869873,4.934244,0.9258655,factor_1,4019:swapped,4019,swapped,129dfd5d-5786-57e3-8548-df0d26a42659,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,5.0181947,5.008734,-13.686993,5.9472466
9158:original,-4.9429383,-3.8785672,4.9429383,0.73866755,factor_1,9158:original,9158,original,e3de7dfc-4b9e-5476-b7af-92d7d00bf2d3,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,5.1476436,5.13759,-13.948244,6.191109
11603:original,-4.9531713,-3.8888001,4.9531713,0.71487796,factor_1,11603:original,11603,original,b82d8f3f-f994-5775-b1b1-13420519ca81,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,5.1787324,5.1685376,-14.0191345,6.2415338
8351:swapped,-4.9570036,-3.8926325,4.9570036,0.8745175,factor_1,8351:swapped,8351,swapped,af8bbf3a-253a-5a14-8ec9-27d0f093d61d,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,5.1147842,5.1048803,-13.898198,6.112933
10716:swapped,-4.960508,-3.8961368,4.960508,0.7793503,factor_1,10716:swapped,10716,swapped,754b1cf8-067c-513f-a0d3-c8bd401e8afb,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,5.17819,5.167998,-14.0254135,6.2331395
5893:swapped,-4.964508,-3.900137,4.964508,0.912797,factor_1,5893:swapped,5893,swapped,8609c463-a567-5b57-838f-12e3dac9fa8b,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,5.103746,5.093893,-13.884168,6.083894
9019:original,-4.977442,-3.9130707,4.977442,0.8539256,factor_1,9019:original,9019,original,e8f304d3-029a-5738-84eb-1268268a44da,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,5.1804385,5.170236,-14.046734,6.2205925
11028:swapped,-4.988247,-3.9238758,4.988247,0.92140275,factor_1,11028:swapped,11028,swapped,2aa40f83-9d2a-5a22-8c37-817397efb2e7,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,5.155756,5.1456656,-14.00938,6.1616287
10321:swapped,-5.007836,-3.9434648,5.007836,0.8181039,factor_1,10321:swapped,10321,swapped,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,5.2802463,5.2695937,-14.271868,6.3849387
12194:original,-5.0327,-3.968329,5.0327,0.83456385,factor_1,12194:original,12194,original,82f31019-2814-5ac8-a269-2c247e9a0833,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,5.334979,5.324082,-14.40353,6.4668717
5958:swapped,-5.046123,-3.981752,5.046123,0.73350215,factor_1,5958:swapped,5958,swapped,336452fa-776b-5de9-98c8-2a6685d840fa,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,5.416134,5.404876,-14.57531,6.6118054
11335:original,-5.0702906,-4.0059195,5.0702906,0.72635186,factor_1,11335:original,11335,original,3e2b3d28-4ac1-5898-ad61-f5a58cee8698,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,5.4825735,5.471023,-14.729125,6.717286
6626:swapped,-5.07089,-4.006519,5.07089,0.79246706,factor_1,6626:swapped,6626,swapped,9eea6f37-5da7-5b9e-81f7-6f27eccf11da,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,5.459687,5.4482374,-14.685064,6.672027
12029:swapped,-5.0739317,-4.0095606,5.0739317,0.75337255,factor_1,12029:swapped,12029,swapped,3be26fc0-ead5-5d0f-8c87-2feb0524e902,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,5.4844127,5.4728537,-14.736354,6.7172327
8163:swapped,-5.102513,-4.0381417,5.102513,0.7600486,factor_1,8163:swapped,8163,swapped,6de9c1f2-0d31-5d07-a796-7dd245667f4f,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,5.5594354,5.5475483,-14.911337,6.835053
3242:original,-5.1072063,-4.042835,5.1072063,0.87087107,factor_1,3242:original,3242,original,79d55355-34c0-5ba7-842e-65671b9858d9,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,B>A,5.5070515,5.4953933,-14.813807,6.728136
10646:swapped,-5.1389,-4.0745287,5.1389,0.9304597,factor_1,10646:swapped,10646,swapped,81ec57f2-483f-515f-93ff-78a8910b2153,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,5.540467,5.528662,-14.9107065,6.761649
4238:swapped,-5.145376,-4.081005,5.145376,0.9385237,factor_1,4238:swapped,4238,swapped,d50b6560-bbb7-5118-b329-8ed50c155365,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,5.550063,5.5382166,-14.93591,6.7739
2714:original,-5.2188168,-4.1544456,5.2188168,0.7115989,factor_1,2714:original,2714,original,7c22d528-b258-5125-9bcc-877df3431ae1,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,5.901419,5.8880615,-15.695046,7.386155
11633:original,-5.2290425,-4.1646714,5.2290425,0.82106483,factor_1,11633:original,11633,original,c89566b4-5831-5242-8ae9-45c2f0ae955c,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,5.8831835,5.8699026,-15.669682,7.340338
1622:original,-5.2540274,-4.1896563,5.2540274,0.7165276,factor_1,1622:original,1622,original,8de34479-e94c-5c30-9146-da3d92f7223c,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,6.0035753,5.9897857,-15.929636,7.5503235
298:original,-5.260487,-4.196116,5.260487,0.801263,factor_1,298:original,298,original,0f1fed13-d89e-5956-a5f9-11befbdb47fb,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,5.9873066,5.9735856,-15.904345,7.512112
3306:original,-5.298865,-4.2344937,5.298865,0.77071625,factor_1,3306:original,3306,original,ad732066-b195-5f46-a39f-6f1184aa594b,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,B>A,6.118042,6.103773,-16.19789,7.7289014
10130:swapped,-5.3507752,-4.286404,5.3507752,0.7123489,factor_1,10130:swapped,10130,swapped,c9d03d78-9962-58e3-a776-703b910cde29,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,6.2978578,6.2828436,-16.600779,8.027969
3511:swapped,-5.3540363,-4.289665,5.3540363,0.7396938,factor_1,3511:swapped,3511,swapped,c7aaeea9-830b-56fc-b12c-23ca19c3bb29,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,6.2999535,6.2849307,-16.60813,8.028799
8857:original,-5.4637966,-4.3994255,5.4637966,0.76995397,factor_1,8857:original,8857,original,26d7ab00-c73b-5b3e-8bc3-4a8f941fceb7,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,6.6367173,6.620322,-17.375257,8.5764065
2201:original,-5.4724193,-4.408048,5.4724193,0.9257455,factor_1,2201:original,2201,original,e9963b54-87aa-5b3f-b524-66ed9f7b5489,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,6.530566,6.5146008,-17.176666,8.360569
4529:original,-5.4919453,-4.427574,5.4919453,0.92875195,factor_1,4529:original,4529,original,1ca1b199-b089-5951-8a57-28a320573def,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,6.5900435,6.573837,-17.312294,8.457147
4681:swapped,-5.545752,-4.481381,5.545752,0.8809215,factor_1,4681:swapped,4681,swapped,a22906b1-02f2-59da-ba1f-7a75487ba740,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,6.8211184,6.8039837,-17.81719,8.854427
8315:swapped,-5.5579963,-4.493625,5.5579963,0.73190945,factor_1,8315:swapped,8315,swapped,000ad3d2-6b2a-5bee-baf2-fdf780b4e068,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,6.9704614,6.9527326,-18.120981,9.133732
6929:swapped,-5.5727,-4.508329,5.5727,0.7152702,factor_1,6929:swapped,6929,swapped,91f41b79-7c04-5300-b622-e6f1cad3f741,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,7.0268097,7.008858,-18.245691,9.2290325
11712:original,-5.5758953,-4.511524,5.5758953,0.7263663,factor_1,11712:original,11712,original,3239d81d-8220-5b81-99e0-1b7a470df3be,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,7.034449,7.0164676,-18.263802,9.240752
3306:swapped,-5.6149483,-4.550577,5.6149483,0.70922667,factor_1,3306:swapped,3306,swapped,ad732066-b195-5f46-a39f-6f1184aa594b,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,7.1768765,7.158335,-18.580914,9.47976
9888:swapped,-5.616262,-4.551891,5.616262,0.9385097,factor_1,9888:swapped,9888,swapped,6f1bd679-4ba1-51ba-b65d-c7463e2134bf,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,6.993698,6.975878,-18.224611,9.120831
11712:swapped,-5.6671066,-4.6027355,5.6671066,7.769389,factor_1,11712:swapped,11712,swapped,3239d81d-8220-5b81-99e0-1b7a470df3be,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,2.7898962,2.793142,-10.077293,0.87182283
4238:original,-5.687854,-4.6234827,5.687854,0.86502534,factor_1,4238:original,4238,original,d50b6560-bbb7-5118-b329-8ed50c155365,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,7.333971,7.3148155,-18.960522,9.713556
4971:original,-5.74107,-4.6766987,5.74107,0.7585958,factor_1,4971:original,4971,original,ff5f3ce7-1423-5df5-922d-644070dfaea0,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,7.618516,7.59826,-19.569288,10.215891
2826:swapped,-5.752952,-4.688581,5.752952,0.7926367,factor_1,2826:swapped,2826,swapped,a3f45559-827d-53c5-9f1b-200ea1876ac8,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,7.640971,7.620629,-19.625013,10.247852
5893:original,-5.761426,-4.697055,5.761426,0.9372903,factor_1,5893:original,5893,original,8609c463-a567-5b57-838f-12e3dac9fa8b,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,7.5146666,7.494811,-19.386885,9.992775
11281:swapped,-5.81311,-4.748739,5.81311,0.7812739,factor_1,11281:swapped,11281,swapped,fb954577-c6d1-524a-bf7c-c64f0c005022,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,7.8804655,7.8592076,-20.152786,10.655308
8163:original,-5.8487787,-4.7844076,5.8487787,0.71667165,factor_1,8163:original,8163,original,6de9c1f2-0d31-5d07-a796-7dd245667f4f,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,8.055988,8.034064,-20.531174,10.962358
5091:swapped,-5.94306,-4.878689,5.94306,0.7106981,factor_1,5091:swapped,5091,swapped,c6b860be-9938-5c34-97fc-70dfc51bbfb7,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,8.443844,8.420462,-21.382793,11.625416
10568:swapped,-6.003985,-4.939614,6.003985,-1.1749506,factor_1,10568:swapped,10568,swapped,352e1a45-3dcb-5fb0-9c38-a6b7f674a084,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,1.3939047,1.4138662,-7.7107916,-2.168436
10574:original,-6.013024,-4.9486527,6.013024,0.9008847,factor_1,10574:original,10574,original,32798f7c-2198-5f6e-8406-a21d71f26eb2,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,8.56602,8.542183,-21.691332,11.794027
6626:original,-6.0420666,-4.9776955,6.0420666,0.71118015,factor_1,6626:original,6626,original,9eea6f37-5da7-5b9e-81f7-6f27eccf11da,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,8.869082,8.844122,-22.312174,12.356783
9019:swapped,-6.0488725,-4.9845014,6.0488725,0.7181522,factor_1,9019:swapped,9019,swapped,e8f304d3-029a-5738-84eb-1268268a44da,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,8.896485,8.871425,-22.372494,12.403492
2389:swapped,-6.081888,-5.017517,6.081888,-0.82974046,factor_1,2389:swapped,2389,swapped,4d2085b1-24e4-5bcd-959a-13d3a83e39cd,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,1.4233906,1.4427574,-7.8453217,-2.1897125
1978:swapped,-6.098356,-5.0339847,6.098356,0.71357584,factor_1,1978:swapped,1978,swapped,05ea6065-69da-58b9-a53b-872e8d940915,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,9.1197405,9.093859,-22.857948,12.789978
4382:swapped,-6.15114,-5.086769,6.15114,0.71012825,factor_1,4382:swapped,4382,swapped,ed01d44a-e1bc-5833-9a59-ea5f5a9ebd60,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,9.363296,9.336524,-23.386356,13.212818
7079:original,-6.1614184,-5.0970473,6.1614184,0.7152812,factor_1,7079:original,7079,original,f48459b1-bc3e-56f2-a323-d4ccea830765,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,9.409327,9.382387,-23.486526,13.292431
10574:swapped,-6.3037086,-5.2393374,6.3037086,0.93677694,factor_1,10574:swapped,10574,swapped,32798f7c-2198-5f6e-8406-a21d71f26eb2,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,9.830839,9.802372,-24.451988,13.973312
687:original,-6.329671,-5.2653,6.329671,0.753568,factor_1,687:original,687,original,6ad28b38-685f-5146-ab23-ff8fbcc81210,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,10.207321,10.177501,-25.213203,14.682603
5087:swapped,-6.3638215,-5.2994504,6.3638215,0.88728017,factor_1,5087:swapped,5087,swapped,585e5a43-454b-56f7-aba3-fb4e22938020,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,10.217719,10.187861,-25.267658,14.668758
11253:original,-6.4180803,-5.353709,6.4180803,0.8290315,factor_1,11253:original,11253,original,0e1ead11-84ae-5d48-b237-509be76fdcbb,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,10.585655,10.554483,-26.040497,15.333079
8716:swapped,-6.439742,-5.375371,6.439742,0.71126217,factor_1,8716:swapped,8716,swapped,8ac653fc-14f9-58aa-8306-e008d51ca0eb,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,10.808314,10.776352,-26.49702,15.74628
4188:swapped,-7.007738,-5.943367,7.007738,-1.3666428,factor_1,4188:swapped,4188,swapped,aedbe1ff-42f3-5222-85e0-1b98c5af67bb,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,1.511186,1.5288943,-8.94,-2.9467342
6956:original,-7.269463,-6.205092,7.269463,-3.2021453,factor_1,6956:original,6956,original,ba87d469-ec2e-5a8f-95e8-b3065f20b584,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,1.2887908,1.311053,-8.7747555,-3.635428
1097:original,-7.8771033,-6.812732,7.8771033,-1.0791683,factor_1,1097:original,1097,original,138e503c-b09d-5d19-82ff-0b5ddc3e7bf6,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,1.6740322,1.6890383,-10.123247,-3.502217
3242:swapped,-8.22492,-7.160549,8.22492,-1.1269835,factor_1,3242:swapped,3242,swapped,79d55355-34c0-5ba7-842e-65671b9858d9,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,1.7236646,1.7379273,-10.566887,-3.7542117
12194:swapped,-8.385408,-7.3210373,8.385408,10.975281,factor_1,12194:swapped,12194,swapped,82f31019-2814-5ac8-a269-2c247e9a0833,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,4.729653,4.7215486,-16.575272,1.933198
557:original,-8.485209,-7.4208384,8.485209,-1.1627982,factor_1,557:original,557,original,af372926-1fbb-54bf-aff8-14c9cde2db90,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,1.7613451,1.775065,-10.899965,-3.941711
10038:swapped,-8.550843,-7.486472,8.550843,11.624406,factor_1,10038:swapped,10038,swapped,c0fceb61-37b0-5049-84c3-9add01413cc8,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,4.8774934,4.868688,-17.029102,2.056157
6728:swapped,-8.733682,-7.6693106,8.733682,-8.154778,factor_1,6728:swapped,6728,swapped,0a347026-2ec5-5879-9635-e6fc818d021b,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.4777069,1.4960288,-10.601527,-4.737094
8351:original,-8.905175,-7.840804,8.905175,12.056562,factor_1,8351:original,8351,original,af8bbf3a-253a-5a14-8ec9-27d0f093d61d,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,5.250364,5.2398458,-18.1109,2.4292936
3122:swapped,-9.562877,-8.498506,9.562877,-2.8525612,factor_1,3122:swapped,3122,swapped,14d2e455-2416-5cd3-8913-8f833aeab1b2,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,2.9233947,2.925646,-14.232772,-2.7642393
3899:original,-9.665471,-8.6011,9.665471,-2.883961,factor_1,3899:original,3899,original,57500a89-7795-5299-b6a8-d0ab8da2687a,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,2.9738638,2.9757526,-14.433575,-2.7686248
3435:original,-10.062628,-8.998257,10.062628,-7.5372314,factor_1,3435:original,3435,original,52dc37ec-fb24-59d8-9390-53185cb0c6d1,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,1.4716004,1.4900367,-11.918729,-6.0777845
10565:swapped,-10.314814,-9.2504425,10.314814,-4.6660147,factor_1,10565:swapped,10565,swapped,07c3dda8-0f84-5624-9b4a-19ed31d85a2b,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,1.3723396,1.3927493,-11.980231,-6.5206537
11395:swapped,-10.844281,-9.77991,10.844281,-3.2379537,factor_1,11395:swapped,11395,swapped,83adf077-567f-5ce2-91e7-bf02decdaa21,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,3.6217306,3.6194503,-16.874033,-2.6857872
5145:original,-11.717636,-10.653265,11.717636,-1.6030722,factor_1,5145:original,5145,original,b1614f17-39fb-564a-84c7-bcd7a2054dc8,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,2.2918727,2.2993991,-15.160088,-6.1464424
7568:original,-12.011426,-10.947055,12.011426,-11.118947,factor_1,7568:original,7568,original,a5c0fd0a-7440-5461-9a32-c6c5ff574ae0,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,1.6252543,1.6410251,-14.163464,-7.7306457
10610:original,-12.239833,-11.175462,12.239833,-1.6738763,factor_1,10610:original,10610,original,9e079604-2288-52ba-9d89-4868ccd34200,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,2.392299,2.3988736,-15.8772545,-6.4736695
