item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,original_id,order,pair_id,source,split,response_model,gold_label,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
6626:swapped,-2.5294814,-2.3057787,2.5294814,-0.55684936,5.745582,factor_2,6626:swapped,6626,swapped,9eea6f37-5da7-5b9e-81f7-6f27eccf11da,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,6.1296525,6.114765,-14.290718,9.679161
7079:original,-2.5323029,-2.3086002,2.5323029,-0.41462982,4.3003755,factor_2,7079:original,7079,original,f48459b1-bc3e-56f2-a323-d4ccea830765,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,4.6261463,4.617787,-11.359463,6.742262
8716:original,-2.543868,-2.3201654,2.543868,-0.43012366,4.47697,factor_2,8716:original,8716,original,8ac653fc-14f9-58aa-8306-e008d51ca0eb,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,4.817368,4.8081217,-11.744084,7.103753
5145:original,-2.5505137,-2.326811,2.5505137,2.2473197,9.012981,factor_2,5145:original,5145,original,b1614f17-39fb-564a-84c7-bcd7a2054dc8,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,3.5106366,3.5080237,-9.202538,4.548916
5304:swapped,-2.5905602,-2.3668575,2.5905602,0.069593854,-0.37468976,factor_2,5304:swapped,5304,swapped,907c3d20-a0dc-5b21-b4ba-1e784d7cfaf6,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,0.8994004,0.93024725,-4.190142,-0.5435729
4238:swapped,-2.615535,-2.3918324,2.615535,-0.6760192,6.870765,factor_2,4238:swapped,4238,swapped,d50b6560-bbb7-5118-b329-8ed50c155365,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,7.9320474,7.9101524,-17.895731,13.112066
5091:swapped,-2.6673553,-2.4436526,2.6673553,-0.48005775,4.949173,factor_2,5091:swapped,5091,swapped,c6b860be-9938-5c34-97fc-70dfc51bbfb7,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,5.6177006,5.6049376,-13.429331,8.542025
2389:original,-2.713103,-2.4894004,2.713103,-3.5736153,3.7160447,factor_2,2389:original,2389,original,4d2085b1-24e4-5bcd-959a-13d3a83e39cd,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,10.341598,10.310958,-22.69888,17.720078
408:original,-2.749281,-2.5255783,2.749281,-3.0281274,2.6036303,factor_1,408:original,408,original,591677d2-ac1a-5a7c-9e21-b4918155fc9b,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,6.996828,6.9784956,-16.20343,11.152273
11335:swapped,-2.751671,-2.5279684,2.751671,-0.31262642,3.2756958,factor_2,11335:swapped,11335,swapped,3e2b3d28-4ac1-5898-ad61-f5a58cee8698,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,4.179801,4.1736054,-10.708235,5.652298
8163:original,-2.7751787,-2.551476,2.7751787,-0.43203172,4.4943953,factor_2,8163:original,8163,original,6de9c1f2-0d31-5d07-a796-7dd245667f4f,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,5.4114313,5.3995485,-13.134592,8.031639
11253:original,-2.797083,-2.5733802,2.797083,-0.2717991,2.885012,factor_2,11253:original,11253,original,0e1ead11-84ae-5d48-b237-509be76fdcbb,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,3.936283,3.9313362,-10.278799,5.132039
8716:swapped,-2.8113275,-2.5876248,2.8113275,-0.40793377,4.2518816,factor_2,8716:swapped,8716,swapped,8ac653fc-14f9-58aa-8306-e008d51ca0eb,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,5.24746,5.236289,-12.850751,7.675502
4382:swapped,-2.8220055,-2.5983028,2.8220055,-0.3791502,3.9582,factor_2,4382:swapped,4382,swapped,ed01d44a-e1bc-5833-9a59-ea5f5a9ebd60,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,4.9721994,4.9622498,-12.324312,7.1277065
6742:original,-2.829023,-2.6053202,2.829023,-0.42797288,4.4614725,factor_2,6742:original,6742,original,ca91b783-54e9-5fb6-9c30-a7ebf3ee7258,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,5.5191765,5.506832,-13.398711,8.188071
5709:original,-2.8364456,-2.612743,2.8364456,-0.3464763,3.605033,factor_2,5709:original,5709,original,35e4e1cd-ccdf-51ae-8fee-687a634c6c2e,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,4.661118,4.6525946,-11.731829,6.5063424
294:original,-2.8378365,-2.6141338,2.8378365,0.04270719,-1.3935771,factor_2,294:original,294,original,58d81545-6e2e-5388-b1b7-05ec20157459,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,0.8990879,0.9299471,-4.43683,-0.7914375
5111:swapped,-2.8592913,-2.6355886,2.8592913,-0.42161286,4.3778324,factor_2,5111:swapped,5111,swapped,b6ade862-109b-5788-8c0c-eabe1f7e205a,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,5.5097556,5.4974513,-13.410593,8.139416
1097:swapped,-2.8676481,-2.6439455,2.8676481,-2.8870685,2.2973564,factor_1,1097:swapped,1097,swapped,138e503c-b09d-5d19-82ff-0b5ddc3e7bf6,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,6.4498663,6.433687,-15.253973,9.966082
1199:swapped,-2.8712773,-2.6475747,2.8712773,-2.5341578,1.6508849,factor_1,1199:swapped,1199,swapped,8aaa1627-21b0-520f-b698-67cd5d77dbc9,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,4.751461,4.7425175,-11.942909,6.6477604
11185:original,-2.8755822,-2.6518795,2.8755822,0.40765026,-0.33685914,factor_1,11185:original,11185,original,dcfbadd5-4b7c-5ffd-b66d-5cb0a380605d,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,0.93658376,0.96601486,-4.545269,-0.7584903
4019:swapped,-2.904016,-2.6803133,2.904016,-0.40608686,4.233455,factor_2,4019:swapped,4019,swapped,129dfd5d-5786-57e3-8548-df0d26a42659,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,5.470505,5.4583693,-13.378717,8.018091
3257:swapped,-2.9067955,-2.6830928,2.9067955,1.7357479,-0.02229014,factor_1,3257:swapped,3257,swapped,df6e9ec0-0bd1-51ec-a81f-3a58cc415253,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,1.1150817,1.1388699,-4.915278,-0.4509077
11257:swapped,-2.9288757,-2.705173,2.9288757,0.9695901,-0.34007946,factor_1,11257:swapped,11257,swapped,bfd0002d-e137-5a79-a7fd-c2ef9ad12a1f,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,0.9960089,1.0233687,-4.7109756,-0.6993704
3306:swapped,-2.943298,-2.7195954,2.943298,-0.558557,5.4240317,factor_2,3306:swapped,3306,swapped,ad732066-b195-5f46-a39f-6f1184aa594b,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,7.0636673,7.0450754,-16.527943,11.088753
12146:swapped,-2.9712396,-2.747537,2.9712396,-0.3991053,4.164236,factor_2,12146:swapped,12146,swapped,9636f59f-6396-54cc-8bed-6842a7f28f74,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,5.575346,5.5627623,-13.650551,8.155478
12194:original,-2.9714246,-2.747722,2.9714246,-0.44271806,4.6044874,factor_2,12194:original,12194,original,82f31019-2814-5ac8-a269-2c247e9a0833,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,6.0897865,6.075062,-14.654843,9.1594
11281:swapped,-2.9719408,-2.748238,2.9719408,-0.39137763,4.021603,factor_2,11281:swapped,11281,swapped,fb954577-c6d1-524a-bf7c-c64f0c005022,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,5.4218135,5.4098864,-13.351616,7.8551393
8315:original,-2.9999013,-2.7761986,2.9999013,-0.43275777,4.507258,factor_2,8315:original,8315,original,000ad3d2-6b2a-5bee-baf2-fdf780b4e068,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,6.056833,6.042243,-14.618995,9.066598
10745:original,-3.0224729,-2.7987702,3.0224729,-0.40349504,4.1991725,factor_2,10745:original,10745,original,3b317691-c56f-50df-92a6-8ad2f444dfe4,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,5.758064,5.7447104,-14.058403,8.460863
3511:swapped,-3.0942838,-2.8705812,3.0942838,-0.45996526,4.529976,factor_2,3511:swapped,3511,swapped,c7aaeea9-830b-56fc-b12c-23ca19c3bb29,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,6.3809934,6.3650904,-15.346159,9.604996
5893:original,-3.0995488,-2.8758461,3.0995488,-0.60672545,6.1386833,factor_2,5893:original,5893,original,8609c463-a567-5b57-838f-12e3dac9fa8b,mmlu-pro-other,gpt,gpt-4o-2024-05-13,A>B,8.765257,8.740282,-20.0068,14.255107
11421:original,-3.1183302,-2.8946276,3.1183302,-0.27004448,2.8498924,factor_2,11421:original,11421,original,bd2ab0d9-9fed-5c10-94a7-efa1750148f4,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,4.565159,4.5570865,-11.826517,6.037262
7599:original,-3.130042,-2.9063394,3.130042,-2.742861,1.7729561,factor_1,7599:original,7599,original,12ab4b20-e60b-59ca-b20b-500b12900def,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,B>A,5.6404433,5.627584,-13.936404,8.123725
2389:swapped,-3.1307526,-2.90705,3.1307526,2.6631002,10.589591,factor_2,2389:swapped,2389,swapped,4d2085b1-24e4-5bcd-959a-13d3a83e39cd,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,4.594127,4.585918,-11.89545,6.0813494
10745:swapped,-3.1451404,-2.9214377,3.1451404,-2.9854167,2.159406,factor_1,10745:swapped,10745,swapped,3b317691-c56f-50df-92a6-8ad2f444dfe4,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,6.868483,6.850651,-16.348713,10.505838
11028:swapped,-3.1794913,-2.9557886,3.1794913,-0.4486816,4.6251473,factor_2,11028:swapped,11028,swapped,2aa40f83-9d2a-5a22-8c37-817397efb2e7,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,6.7765903,6.7591176,-16.20366,10.292082
11253:swapped,-3.1938238,-2.9701211,3.1938238,-3.0004585,2.1418452,factor_1,11253:swapped,11253,swapped,0e1ead11-84ae-5d48-b237-509be76fdcbb,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,B>A,6.955869,6.937696,-16.568005,10.627763
3306:original,-3.2066648,-2.9829621,3.2066648,-0.3574713,3.7170315,factor_2,3306:original,3306,original,ad732066-b195-5f46-a39f-6f1184aa594b,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,B>A,5.715064,5.701891,-14.1586685,8.192745
10646:swapped,-3.2586815,-3.0349789,3.2586815,-0.6536082,6.0997167,factor_2,10646:swapped,10646,swapped,81ec57f2-483f-515f-93ff-78a8910b2153,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,9.379846,9.35264,-21.366154,15.296196
10479:swapped,-3.2820113,-3.0583086,3.2820113,-6.5256944,-0.7832488,factor_1,10479:swapped,10479,swapped,10c0a6e7-a697-5d79-ac6b-47ed30c4cba5,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,1.8708341,1.8812188,-6.7454977,0.62888026
9019:swapped,-3.2856581,-3.0619555,3.2856581,-0.59500486,5.895665,factor_2,9019:swapped,9019,swapped,e8f304d3-029a-5738-84eb-1268268a44da,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,9.17295,9.146492,-20.989079,14.865169
10038:original,-3.3905554,-3.1668527,3.3905554,-0.422535,4.3257494,factor_2,10038:original,10038,original,c0fceb61-37b0-5049-84c3-9add01413cc8,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,7.083862,7.065192,-17.01463,10.680924
1978:swapped,-3.4067013,-3.1829987,3.4067013,-0.31808066,3.3380861,factor_2,1978:swapped,1978,swapped,05ea6065-69da-58b9-a53b-872e8d940915,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,5.8279943,5.814349,-14.5791235,8.213126
6626:original,-3.4802413,-3.2565386,3.4802413,-0.40012172,4.0695887,factor_2,6626:original,6626,original,9eea6f37-5da7-5b9e-81f7-6f27eccf11da,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,7.0315137,7.0130467,-17.002111,10.489034
10321:swapped,-3.492977,-3.2692742,3.492977,-0.37946546,3.9290469,factor_2,10321:swapped,10321,swapped,9fbc9238-47af-5656-ac85-cf5b0c00fd8f,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,6.8727126,6.8548636,-16.704807,10.166258
1622:original,-3.5205235,-3.2968209,3.5205235,-0.33199608,3.4949627,factor_2,1622:original,1622,original,8de34479-e94c-5c30-9146-da3d92f7223c,mmlu-pro-law,gpt,gpt-4o-2024-05-13,A>B,6.3677015,6.3518515,-15.746449,9.152808
5056:swapped,-3.553254,-3.3295512,3.553254,-7.2097526,-0.8867028,factor_1,5056:swapped,5056,swapped,6ed13f8d-9733-5839-a628-22c6ec6c9f27,mmlu-pro-history,gpt,gpt-4o-2024-05-13,B>A,2.010411,2.0192075,-7.287198,0.6280956
11335:original,-3.570665,-3.3469622,3.570665,-0.36496946,3.8173385,factor_2,11335:original,11335,original,3e2b3d28-4ac1-5898-ad61-f5a58cee8698,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,6.9775915,6.959334,-16.987257,10.293333
2714:swapped,-3.5794537,-3.355751,3.5794537,-0.33847824,3.4605176,factor_2,2714:swapped,2714,swapped,7c22d528-b258-5125-9bcc-877df3431ae1,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,6.5138073,6.497373,-16.090603,9.379101
9888:original,-3.6135123,-3.3898096,3.6135123,-3.4085605,2.467431,factor_1,9888:original,9888,original,6f1bd679-4ba1-51ba-b65d-c7463e2134bf,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,9.641062,9.612918,-22.231129,15.45151
8163:swapped,-3.643806,-3.4201033,3.643806,-0.429951,4.443911,factor_2,8163:swapped,8163,swapped,6de9c1f2-0d31-5d07-a796-7dd245667f4f,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,8.219826,8.196858,-19.485947,12.6457405
481:swapped,-3.6577322,-3.4340296,3.6577322,-7.479761,0.6476757,factor_1,481:swapped,481,swapped,83ec31fe-5063-5c77-9b1e-0c32f113a042,mmlu-pro-business,gpt,gpt-4o-2024-05-13,B>A,1.7376872,1.7497547,-6.8635488,-0.0045104027
10305:original,-3.6827848,-3.4590821,3.6827848,-3.0395522,1.8043252,factor_1,10305:original,10305,original,e23cdc82-bbf1-5378-9404-d94c1e7ce2ef,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,7.1978445,7.178735,-17.529402,10.6112385
12212:original,-3.699502,-3.4757993,3.699502,0.6412283,-1.39733,factor_2,12212:original,12212,original,c7bb7c2b-6fb2-5254-a773-9046ca946006,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,1.1202863,1.1439333,-5.717909,-1.23369
10568:swapped,-3.702658,-3.4789553,3.702658,2.3940153,2.7822642,factor_2,10568:swapped,10568,swapped,352e1a45-3dcb-5fb0-9c38-a6b7f674a084,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,2.0550518,2.0633724,-7.523165,0.5652547
11985:original,-3.708716,-3.4850132,3.708716,-0.38490325,3.9598193,factor_2,11985:original,11985,original,c1891f8b-2cce-52b7-868c-6c072e79701e,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,7.6956134,7.6746073,-18.527245,11.557218
6311:original,-3.712539,-3.4888363,3.712539,-6.8433433,-0.9004905,factor_1,6311:original,6311,original,d61248f3-8e80-5097-8892-10c086a492d2,mmlu-pro-health,gpt,gpt-4o-2024-05-13,B>A,1.9417101,1.9512682,-7.313322,0.3356495
2826:swapped,-3.7284086,-3.504706,3.7284086,-0.5505438,5.4410257,factor_2,2826:swapped,2826,swapped,a3f45559-827d-53c5-9f1b-200ea1876ac8,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,10.458453,10.427401,-23.942411,16.933
4019:original,-3.7305646,-3.506862,3.7305646,-6.929978,-0.91623783,factor_1,4019:original,4019,original,129dfd5d-5786-57e3-8548-df0d26a42659,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,1.9587638,1.9681294,-7.3643956,0.35067177
2256:swapped,-3.8155806,-3.591878,3.8155806,3.5998416,-3.9187558,factor_2,2256:swapped,2256,swapped,cc8d0d03-7d7e-5728-8bd6-fa03589c976d,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,A>B,1.8961705,1.9062546,-7.3281374,0.14438128
4681:swapped,-3.8981862,-3.6744835,3.8981862,-0.36267078,3.799867,factor_2,4681:swapped,4681,swapped,a22906b1-02f2-59da-ba1f-7a75487ba740,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,8.17483,8.15203,-19.652462,12.303495
10574:original,-3.9336188,-3.709916,3.9336188,-0.31331295,3.2354934,factor_2,10574:original,10574,original,32798f7c-2198-5f6e-8406-a21d71f26eb2,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,7.399376,7.379494,-18.173725,10.753893
1330:original,-3.970724,-3.7470214,3.970724,-0.8683473,-0.40949702,factor_1,1330:original,1330,original,50e6565c-07f5-57d6-80d8-028498a1251b,mmlu-pro-law,gpt,gpt-4o-2024-05-13,B>A,1.2161905,1.2374191,-6.1723633,-1.3216798
9019:original,-3.979584,-3.7558813,3.979584,-0.31090686,3.2852676,factor_2,9019:original,9019,original,e8f304d3-029a-5738-84eb-1268268a44da,mmlu-pro-math,gpt,gpt-4o-2024-05-13,A>B,7.6447315,7.6239176,-18.698761,11.186997
8857:swapped,-3.9832766,-3.759574,3.9832766,-0.26045522,2.710275,factor_2,8857:swapped,8857,swapped,26d7ab00-c73b-5b3e-8bc3-4a8f941fceb7,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,6.77321,6.7557507,-17.000847,9.481698
10574:swapped,-4.0379863,-3.8142836,4.0379863,-0.2999537,3.1793237,factor_2,10574:swapped,10574,swapped,32798f7c-2198-5f6e-8406-a21d71f26eb2,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,7.6941404,7.67314,-18.853638,11.225071
6004:original,-4.10671,-3.8830073,4.10671,-0.010424331,-0.7837986,factor_2,6004:original,6004,original,b7bbea2c-8e83-50be-a385-70d16a0d507c,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.1602052,1.1828047,-6.2013044,-1.5647101
5091:original,-4.118916,-3.8952134,4.118916,-3.6320732,2.420044,factor_1,5091:original,5091,original,c6b860be-9938-5c34-97fc-70dfc51bbfb7,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,11.729955,11.694447,-26.81633,19.025902
481:original,-4.1735086,-3.949806,4.1735086,-0.2809714,2.9945924,factor_2,481:original,481,original,83ec31fe-5063-5c77-9b1e-0c32f113a042,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,7.9095197,7.887709,-19.409716,11.510104
10716:original,-4.2327194,-4.0090165,4.2327194,-3.4434278,2.0292873,factor_1,10716:original,10716,original,754b1cf8-067c-513f-a0d3-c8bd401e8afb,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,10.1645355,10.134523,-23.872683,15.8546505
3242:original,-4.3207493,-4.0970464,4.3207493,-0.2698017,2.8883011,factor_2,3242:original,3242,original,79d55355-34c0-5ba7-842e-65671b9858d9,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,B>A,8.315081,8.29176,-20.348896,12.154804
4381:swapped,-4.353262,-4.129559,4.353262,-3.0737228,1.3668232,factor_1,4381:swapped,4381,swapped,cd01c08e-2906-5d2a-b3d8-3d3425f397db,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,7.1659913,7.1470046,-18.137688,9.878571
4426:swapped,-4.429051,-4.205348,4.429051,4.1804333,-4.5076327,factor_2,4426:swapped,4426,swapped,35eb196e-50d4-5501-8f44-cc5dc85f6291,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,A>B,2.1599,2.1671562,-8.452974,0.04227829
10608:swapped,-4.4913836,-4.2676806,4.4913836,-3.2691658,1.5426339,factor_1,10608:swapped,10608,swapped,799a7559-a3b1-5dc3-bec3-54d5e930fd24,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,B>A,8.518332,8.494262,-20.916435,12.381073
12029:original,-4.498319,-4.2746162,4.498319,-0.8740941,0.39591837,factor_1,12029:original,12029,original,3be26fc0-ead5-5d0f-8c87-2feb0524e902,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,2.186272,2.1932712,-8.573427,0.024195194
10608:original,-4.6274815,-4.4037786,4.6274815,1.2058073,0.08272719,factor_1,10608:original,10608,original,799a7559-a3b1-5dc3-bec3-54d5e930fd24,mmlu-pro-computer science,gpt,gpt-4o-2024-05-13,A>B,1.541361,1.5562962,-7.454119,-1.3534379
2243:original,-4.688631,-4.464928,4.688631,-0.8989587,0.38345024,factor_1,2243:original,2243,original,803e5d58-0c62-5946-9738-ceeea2e4aaa2,mmlu-pro-psychology,gpt,gpt-4o-2024-05-13,B>A,2.278399,2.2845318,-8.942611,0.01275444
10038:swapped,-4.6898665,-4.4661636,4.6898665,-0.8974682,0.37765267,factor_1,10038:swapped,10038,swapped,c0fceb61-37b0-5049-84c3-9add01413cc8,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,B>A,2.278629,2.2847598,-8.944293,0.011965752
11138:original,-4.6985397,-4.474837,4.6985397,1.2209833,0.076263666,factor_1,11138:original,11138,original,b958ea91-8f2a-55be-8c8b-d61cf90f5076,mmlu-pro-philosophy,gpt,gpt-4o-2024-05-13,A>B,1.5559248,1.5706284,-7.5532684,-1.396405
3257:original,-4.7245183,-4.5008154,4.7245183,0.5429538,-7.1758027,factor_2,3257:original,3257,original,df6e9ec0-0bd1-51ec-a81f-3a58cc415253,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,B>A,1.2751595,1.2950538,-7.0391207,-1.9625099
4967:original,-4.8144226,-4.5907197,4.8144226,1.2471286,0.06896704,factor_1,4967:original,4967,original,0f999ea7-10a1-5b85-a175-b86d50338266,mmlu-pro-history,gpt,gpt-4o-2024-05-13,A>B,1.5809429,1.5952562,-7.717422,-1.4640174
7403:swapped,-4.8466573,-4.6229544,4.8466573,4.5701485,-4.9072213,factor_2,7403:swapped,7403,swapped,07019bab-fc3e-5c91-ac9c-36869cfe79b0,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,2.363718,2.3690872,-9.266365,0.02045679
12194:swapped,-4.975769,-4.752066,4.975769,-0.9280837,0.33528802,factor_1,12194:swapped,12194,swapped,82f31019-2814-5ac8-a269-2c247e9a0833,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,2.4247942,2.4296377,-9.514156,0.010023594
8762:swapped,-4.9819803,-4.7582774,4.9819803,-1.7740641,-1.7943542,factor_2,8762:swapped,8762,swapped,730909ae-6903-517a-ad99-9991d2cfc217,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,1.3789538,1.396731,-7.4958706,-2.0206845
11421:swapped,-5.0114875,-4.7877846,5.0114875,-9.309514,-1.2775378,factor_1,11421:swapped,11421,swapped,bd2ab0d9-9fed-5c10-94a7-efa1750148f4,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,2.6133301,2.6166465,-9.916412,0.34084272
4382:original,-5.0672193,-4.8435163,5.0672193,-0.9325701,0.3031985,factor_1,4382:original,4382,original,ed01d44a-e1bc-5833-9a59-ea5f5a9ebd60,mmlu-pro-chemistry,gpt,gpt-4o-2024-05-13,B>A,2.4730625,2.4775019,-9.69942,0.012387276
9158:original,-5.4440584,-5.2203555,5.4440584,-0.12553853,1.627994,factor_2,9158:original,9158,original,e3de7dfc-4b9e-5476-b7af-92d7d00bf2d3,mmlu-pro-physics,gpt,gpt-4o-2024-05-13,A>B,10.801339,10.769077,-26.327747,15.887035
765:swapped,-5.4883947,-5.264692,5.4883947,1.3978887,0.02683942,factor_1,765:swapped,765,swapped,8b33bb85-b242-5845-83f0-5cb7e32be529,mmlu-pro-business,gpt,gpt-4o-2024-05-13,A>B,1.7343038,1.7464163,-8.687668,-1.8417158
8351:original,-5.6256475,-5.4019446,5.6256475,-1.0049943,0.26263896,factor_1,8351:original,8351,original,af8bbf3a-253a-5a14-8ec9-27d0f093d61d,mmlu-pro-math,gpt,gpt-4o-2024-05-13,B>A,2.8045695,2.8064616,-10.902609,0.09872007
7584:swapped,-5.708792,-5.4850893,5.708792,5.055876,-3.7072487,factor_1,7584:swapped,7584,swapped,766bdf22-3677-53bf-9c46-4fb984430682,mmlu-pro-economics,gpt,gpt-4o-2024-05-13,A>B,1.4774953,1.4934888,-8.412327,-2.5578513
5087:original,-5.7834578,-5.559755,5.7834578,-6.881948,-0.31390178,factor_1,5087:original,5087,original,585e5a43-454b-56f7-aba3-fb4e22938020,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,1.9412028,1.9507667,-9.383258,-1.7362521
6072:original,-5.796767,-5.5730643,5.796767,2.3945441,-4.523012,factor_2,6072:original,6072,original,37577e35-cf0b-5880-97a1-857736d76651,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.397631,1.4150547,-8.346571,-2.7995572
11712:original,-5.8501563,-5.6264534,5.8501563,-0.22795622,2.5000045,factor_2,11712:original,11712,original,3239d81d-8220-5b81-99e0-1b7a470df3be,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,A>B,16.334927,16.283699,-37.542503,26.289597
6105:original,-6.022423,-5.79872,6.022423,1.5177208,-0.004512638,factor_1,6105:original,6105,original,0cdc4e4b-d2a3-5218-b01a-c60f2e407d5e,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.8675022,1.877927,-9.479457,-2.117983
11712:swapped,-6.069269,-5.8455663,6.069269,-1.0484227,0.1806818,factor_1,11712:swapped,11712,swapped,3239d81d-8220-5b81-99e0-1b7a470df3be,mmlu-pro-engineering,gpt,gpt-4o-2024-05-13,B>A,3.105499,3.1053488,-11.932051,0.24091768
5958:original,-6.1920924,-5.9683895,6.1920924,-5.6760283,-0.79385304,factor_1,5958:original,5958,original,336452fa-776b-5de9-98c8-2a6685d840fa,mmlu-pro-other,gpt,gpt-4o-2024-05-13,B>A,1.9439058,1.9534391,-9.797131,-2.1396487
6311:swapped,-6.4130282,-6.1893253,6.4130282,0.10891,-0.9292446,factor_2,6311:swapped,6311,swapped,d61248f3-8e80-5097-8892-10c086a492d2,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.9517591,1.9612035,-10.033284,-2.3453665
6222:original,-6.8486056,-6.6249027,6.8486056,1.4849176,-0.8163678,factor_1,6222:original,6222,original,1c76021c-cb8e-5477-8f7e-88855d6dd547,mmlu-pro-health,gpt,gpt-4o-2024-05-13,A>B,1.7190425,1.7313607,-10.01837,-3.2314358
2934:swapped,-7.1522956,-6.9285927,7.1522956,1.7732506,-0.06639783,factor_1,2934:swapped,2934,swapped,6c5f9b09-193f-5070-9dfd-2dee1f69a9a3,mmlu-pro-biology,gpt,gpt-4o-2024-05-13,A>B,2.1906192,2.1975765,-11.235843,-2.6213427
